Model,Step,MAE
LSTM,135,57.31086311377802
LSTM,136,57.0
LSTM,137,57.027146157444214
LSTM,138,57.19616373803758
LSTM,139,57.0
LSTM,140,57.10586644285388
LSTM,141,57.26673877209033
LSTM,142,57.0
LSTM,143,57.09640673331097
LSTM,144,57.106809767727476
LSTM,145,57.184273504972175
LSTM,146,57.0
LSTM,147,57.0
LSTM,148,57.14311606463386
LSTM,149,57.10873889788151
LSTM,150,57.10117235644939
LSTM,151,57.11501112171846
LSTM,152,57.0
LSTM,153,57.0968778527407
LSTM,154,57.10554665135282
LSTM,155,57.0
LSTM,156,57.34062987592612
LSTM,157,57.13146691904889
LSTM,158,57.0
LSTM,159,57.15820195912615
LSTM,160,57.0
LSTM,161,57.17719256154188
LSTM,162,57.23265286000066
LSTM,163,57.0
LSTM,164,57.20288767176464
LSTM,165,57.12008032425824
LSTM,166,57.181268205865344
LSTM,167,57.34228728270387
LSTM,168,57.02078157961504
LSTM,169,57.0
LSTM,170,57.0
LSTM,171,57.0
LSTM,172,57.04541834251264
LSTM,173,57.108028466872106
LSTM,174,57.098239612754135
LSTM,175,57.18070152079687
LSTM,176,57.05846957841011
LSTM,177,57.274451422310804
LSTM,178,57.01663112113687
LSTM,179,57.46426926822372
LSTM,180,57.15001377297499
LSTM,181,57.0
LSTM,182,57.0
LSTM,183,57.12832359536527
LSTM,184,57.022371870651206
LSTM,185,57.16293388068455
LSTM,186,57.12676567555712
LSTM,187,57.04480538836542
LSTM,188,57.0
LSTM,189,57.0
LSTM,190,57.0
LSTM,191,57.184018736407396
LSTM,192,57.08763693261927
LSTM,193,57.0
LSTM,194,57.08143474162595
LSTM,195,57.1132256975267
LSTM,196,57.0
LSTM,197,57.07843341933454
LSTM,198,57.06408179867952
LSTM,199,57.0
LSTM,200,57.10897484434753
