Episode,DQN_Reward,PPO_Reward,SAC_Reward
115,91.59457057261345,67.21237039352768,73.3367546207768
116,92.74120783631831,55.85423658464397,74.36682040494406
117,92.22436540215007,55.97850502805055,94.19215582003966
118,90.10902606905675,59.28265034073289,69.60971063214095
119,94.88159942820258,58.28004088925719,72.81933185677295
120,94.24642980222055,57.21448923387354,82.51548355814056
121,94.46833449733518,52.36167359159669,84.80339507706445
122,91.20835697345201,58.889272259719995,87.83508539104692
123,95.9707925444865,66.15885085762984,84.96588348683034
124,90.49683982703976,63.691545223200926,70.06323760427107
125,94.60691429768863,65.14501885167776,100.93485917140059
126,97.94414271165736,54.8365775372923,76.32075609996832
127,91.70961536648463,52.65713683330162,93.95134145459103
128,92.68302530533047,57.18767147605787,86.36241891152606
129,94.13738240834763,58.30562119291604,95.97199709388696
130,93.05116243462089,63.70729545147346,102.23655723495115
131,91.07444411167289,49.982311844462046,104.03949696370009
132,94.42822438510117,66.29964483796714,106.39583205382735
133,92.27953483297537,58.0680782905745,119.09129476094324
134,95.46213252892812,56.9289084273395,107.66984044093735
135,92.78471051235242,54.206964475095226,100.27561647445333
136,97.82988845592284,51.19635725142399,111.36645136343891
137,93.26786566387405,63.78863455382353,112.10053425617741
138,94.29253549881739,60.24050431065758,85.94895693028242
139,96.66395384455068,53.62423966248385,101.84258866909323
140,92.67346635711465,53.79778183636916,100.248491588798
141,95.6864444524931,58.79239056305802,87.46509335065329
142,97.94023223140479,69.01357182956976,101.35517154957054
143,92.20353270964016,59.56667429947545,83.32772626139155
144,95.8784866903339,53.544104757611734,83.50343343455822
145,96.11790798398428,60.02531916314128,78.23432189378185
146,97.24895075952614,60.08366294404546,78.23299941039149
147,93.2968402791758,48.15513006730062,65.70241574765666
148,93.21357340001339,61.55941242572819,61.390346210874874
149,96.98045642204193,60.866583353763616,91.43974893921624
150,96.61100387703725,65.69170760478592,67.32437886788374
151,96.59688823173072,71.6439312962837,66.76829299714987
152,96.86610525945808,68.21951098694605,56.59539337722512
153,94.88893493924394,61.42884206928078,73.69317731743635
154,96.78776686239847,57.4263249913934,69.23912373025233
155,96.98220875511274,76.01049653633204,101.62106620981604
156,95.03872369037184,63.62361126565456,98.26981063266788
157,100.26892519013224,63.580070316713595,84.38722690243293
158,97.55360655538267,63.57179094186152,116.89796956229625
159,94.29054059590085,64.86392501003189,107.1849830946723
160,98.05213089899836,63.33188081100257,96.88697499920099
161,94.85423199869305,61.36465584085031,77.57777721114498
162,98.44105759956594,61.67705999596276,127.49387748729421
163,99.24611931661065,64.42508746001192,92.2017384151628
164,95.34837481872249,62.04834378385123,90.60105595434703
165,98.97609886638945,61.37697168941824,117.649151740222
166,97.93333531354928,65.64820823273664,131.58987953115943
167,98.80916370226109,64.01515539825645,120.21801421060997
168,101.01476524972881,72.98312306858708,110.64814875526723
169,96.78542738922631,52.380562301175814,109.09986496664497
170,95.82266607445894,71.26433970371417,109.41738073061484
171,95.60397634562737,72.2077706759062,105.88558236199313
172,95.80320460384027,55.780082252539344,98.31059117552715
173,97.33141561970238,64.60243781941256,93.64786173806847
174,98.21771106701321,64.62667173020992,89.11111015087265
175,98.13759092487456,59.61347995213021,79.47081417897905
176,99.2864116846407,62.928283627519114,81.7318421280851
177,97.70493761718005,61.429986910346884,65.49414970659305
178,100.63196217717987,75.90889199693048,79.77043149628528
179,97.24063047310432,71.98978407446943,69.71321207737222
180,103.25444053739584,73.83220269572286,67.9733210669341
181,99.10872057611897,71.24500951197467,80.8100854407164
182,96.1854973699124,62.15280322122298,93.52833323919288
183,95.79961398576899,65.33606858133564,89.96349829311895
184,98.9471068436682,70.56534951937846,66.77885585610657
185,97.57519231172115,62.16684742954084,74.75803293729507
186,99.48928356052889,72.00069532113386,96.61615433450947
187,99.04614699864268,67.39150376668786,80.22278290684889
188,97.99164294469449,66.87566913357033,90.81562507907478
189,96.48059724985575,72.46043416887721,101.63483642595305
190,95.18064380213502,71.2820346810701,89.46190339982348
191,97.35274602432503,67.41019760666632,103.03182463491855
192,99.99330948103976,75.16521813881228,91.18230616584115
193,98.74274752641709,64.11602738285353,100.66667503238371
194,95.85645642803902,72.75303498644942,111.56616331681454
195,98.72700893603802,72.79011800478938,93.59219245350653
196,99.18334717990805,68.42737989531808,114.50330365320363
197,96.6764279479669,71.75552695627772,109.88106994011477
198,98.78240106856212,64.01829683630983,114.987310844215
199,98.62156628987337,75.04225953250979,110.51983309709433
200,96.24880829324002,69.64513402406966,120.22349216551929
201,99.27933752553633,68.10281411308358,105.689211654713
202,99.7137712594866,76.10752776346258,97.63940329613422
203,100.78618095712285,67.48608716068696,100.39692050204366
204,100.75500685185338,64.11009830433593,101.70395818830394
205,95.91884723194492,63.51313689990436,93.83139073990716
206,96.82478876481376,74.46949291119641,90.91450281650849
207,99.75624241405639,65.17974276352246,80.86387082134713
208,99.77896726822578,80.49759635321941,78.9464256028067
209,99.80621476727406,61.455007410336044,69.65186410662811
210,106.50581683567123,80.48726191255777,99.76497874370577
211,99.96588946099419,73.19969315151728,68.96914290918103
212,101.11852393291221,71.79996961424345,74.20116324484648
213,100.77821933417329,69.69717618457764,74.26575567555427
214,100.19536953569323,74.55499917826383,91.30531643443706
215,98.28397678974324,72.50800606379626,80.86549117621894
216,100.45394775759104,78.34886735848748,98.24797066525663
217,97.41142731464984,73.53899537173317,81.41199802267148
218,98.50409177455712,73.85418931077072,93.64133266351595
219,98.02724421465584,71.41877038304212,85.42476875895109
220,99.18156108652717,73.0855851855483,118.26427541339888
221,103.66657855056911,75.04213826510183,87.96005433733409
222,95.32179453323639,65.08444115070175,105.82764440228071
223,100.44753131775154,67.02585057750436,111.71733319284309
224,95.86789520524731,77.61393690027042,111.82066571713848
225,98.16741654536175,74.88212980197173,107.6959541631488
226,101.30677930045037,73.23742280445637,109.60728111187095
227,99.27468751390909,74.37839995857566,112.13850304585779
228,97.00754572866725,76.15238678150405,110.43362246557709
229,97.74900087776774,71.84328817521967,121.1477143361911
230,100.55504863829866,70.77753482266418,132.63894712126674
231,97.75104305167073,75.77462332321534,103.44371050866194
232,99.66030136896093,70.02924164131642,93.32773013978061
233,99.33382668767081,77.08745081596062,103.75341779739668
234,97.95447819382319,66.65772667757199,127.74407274116415
235,103.56026601051498,80.44025981158663,91.03007960520806
236,100.55462376076086,77.7806883239747,112.50337346437439
237,95.25062313184692,76.82045431167244,109.97950317502537
238,99.68765987773901,80.57575379439125,84.91937416871748
239,98.0047471530639,84.11105588774146,93.6713838933212
240,101.04648690567085,80.97631337211448,102.16548703984674
241,97.76961555200663,66.82026888228206,80.4490999091615
242,99.13796279293874,69.74633281193051,81.08922097653496
243,100.38993584666999,73.13910596799798,76.76457285356992
244,101.12374926613404,76.51204189713303,72.48498876656798
245,97.0036805402145,79.08767907646299,76.78514408416237
246,98.74706706057502,72.98787471976392,72.2537339295108
247,98.47774150789292,77.66705283295727,86.57196814228134
248,98.13230730824574,73.07234790310933,80.7242429544314
249,102.98098347596249,73.90713833457863,93.32343384145821
250,100.27092766199507,70.04631076694368,78.25616795248702
251,96.94986995458473,72.57776591148918,100.10991825033585
252,101.3178240286464,70.5492548519367,108.16107523499069
253,103.73666763299254,72.54149004387146,82.83245330521001
254,101.56733779982689,82.80167924076882,109.25762741572771
255,96.47352034285072,72.8985280981277,120.23593201685631
256,98.55345002266702,90.91892628793141,97.90378605281208
257,102.0652071213064,80.33454281384658,128.28547191007598
258,98.1253250939101,78.90251797129417,116.76708658256
259,100.43739834314013,73.79638195257829,105.96212928100843
260,101.10794295319782,81.69900595432395,112.29189557816785
261,97.71355272672857,75.42800806516313,117.67979013619353
262,99.45692874100678,79.02444456245186,111.54423628834326
263,93.10184094236544,91.32247683220504,114.35354167788965
264,97.54383025391547,78.14887634410871,97.50874615140219
265,99.09553618466086,84.48212990431425,105.81707365691545
266,97.11301333805115,75.32593697038466,87.15716898849597
267,102.88115295103955,78.77240351103289,97.22958826239521
268,96.76364475547207,87.90634969175147,86.34571641698686
269,98.75128527220662,76.02198808226312,85.1867376581231
270,99.90015467916317,88.32302193831333,102.28883362883546
271,102.52837484630571,82.90297612113133,98.5606802582628
272,96.781117035982,76.6548039642442,91.88431979335182
273,101.98604304472471,82.73158461623139,73.51573856044863
274,99.68691974620684,84.53421548390963,80.4761936550522
275,97.71004098282697,82.88188214670626,95.56090899968942
276,100.6037391131593,72.0225921557672,85.23429006500052
277,100.08399724408248,76.33841013753997,107.98059880776319
278,98.49166413387357,78.83638245170903,90.23586150127683
279,99.83779892847666,79.80118994512146,90.22420706101693
280,98.93354370895784,83.37560337242488,87.62031921557258
281,99.93706340178524,81.25914048843217,94.76625072003445
282,101.04003187654438,73.79181555417452,94.82951156977566
283,102.89343228043377,82.46694017913042,106.44695093681095
284,97.25128432687467,83.7158073746562,111.91357174905752
285,103.99838951271482,83.55827518298783,97.31833595117388
286,95.83344752876751,86.25918984827274,94.43647688868433
287,99.43924834790428,85.12038165156956,91.59451710294326
288,100.92454548509359,83.34167970157245,116.79418485293415
289,100.31488650281112,80.78948531823768,101.91892218594722
290,98.51239658072875,72.92957228491623,92.09398998594735
291,99.34634708770297,83.47606198357083,117.58498991160914
292,98.78129072061733,82.45953645743484,138.1091870603765
293,98.5931709914972,82.87165486779044,112.02359379890247
294,101.4756213720391,75.22221830596054,118.8437960717716
295,100.49487538642863,76.29241913434089,109.18673351697556
296,98.39936479532238,87.0547491959595,104.90808262160655
297,101.58863737878545,81.68203697659924,112.33447233958736
298,100.40820608399105,85.37769104370803,97.31630645027678
299,101.42341813429958,82.20170350220948,99.91418547289436
300,101.06095750971392,82.29836788560435,97.54371580678286
301,98.14763641055389,86.93003552332402,84.91436146599958
302,98.68911320651671,79.74697812216287,99.07579159557221
303,101.30783513924419,82.89594909688398,85.3553344605521
304,101.03768639863316,80.19167260029761,77.96885881357575
305,99.77876739451284,80.41783431361978,89.84813592278397
306,100.05877828957416,81.13128599737624,75.03261652146084
307,102.38293590211305,83.8742135645892,84.43004886196663
308,98.64787696058973,80.45576877752438,84.78002459298452
309,100.92856053396886,89.21383093003439,97.01692726910728
310,99.43326024422855,78.54712558276304,92.7047500762007
311,99.40549797616434,82.1704911679155,89.94913151921592
312,102.04156526214678,80.99045901256795,100.97171035627092
313,101.49793303424545,90.50784836790604,109.54087648055105
314,101.47714722446348,84.33915929399625,104.19888094107397
315,102.46405323214634,88.59861848285095,101.72514197991653
316,99.89801220276708,76.09419027842446,91.40383083270756
317,101.22276176364318,84.93942788000251,96.55624162809586
318,99.24111714986451,88.13410503938012,106.51837214839614
319,100.51272286844701,84.17873766617359,105.42306987139196
320,99.60678930941071,89.17568043575433,111.10322368736793
321,100.06369943120237,81.34239335667958,114.44383389693252
322,101.06260151642485,91.05572807491633,119.49272803918072
323,98.23837497670152,95.58323698283068,113.21111388229939
324,104.06206969702497,82.35391127111254,117.91486235273848
325,97.86769010156239,82.01955337666061,112.27676285346045
326,97.45372924623622,91.59255645543575,89.96492284955798
327,102.2006626670785,92.30167102471896,97.99588183685466
328,101.47005453109813,81.86729648096231,103.29342041343563
329,101.13721169051743,82.45806089101978,89.76409129014054
330,101.14786157552473,83.22708426603712,104.88371852900761
331,99.8688319786571,77.99038298839145,111.23106333329254
332,98.10092907752143,80.19562185945736,105.28447706356704
333,100.04911740675671,79.8440435276811,88.38300650932983
334,98.54521433917078,81.1012469233796,103.19577607347466
335,101.85176651462162,84.84192120450955,87.986022195604
336,99.60936217987908,86.2611555795298,81.85078775940956
337,98.25439383388573,92.91694790759271,78.37270507269471
338,99.26448998278165,80.2466678768669,81.35877911152059
339,100.73496091668567,90.23367367016549,80.97539480423038
340,98.78344888256447,84.31537385465369,87.61343422976722
341,98.26822153508478,85.21089055770842,89.10395707597085
342,100.40176615101265,88.90483405146324,89.59146615748018
343,100.40602002760721,79.98929223513953,96.38513130754367
344,98.90386212564377,87.58675689800079,106.67139155899191
345,98.97730055443948,86.5784168992334,107.19482240886636
346,100.38507347947278,88.27950352245053,85.85317708339028
347,97.02636974923244,87.33382719663189,78.1149584811809
348,97.10914472528363,98.23486865019473,115.78115629853538
349,98.48868730123874,82.83970096139855,95.27407082316634
350,99.50015513933195,83.4430997489553,108.82167044451467
351,100.5503090917681,83.05171798453887,101.03176215999332
352,102.88062230891843,83.45902529835467,95.84774247123528
353,101.64661699888609,83.11812144467214,119.8429819608559
354,99.61278108820287,92.318443549505,121.98480762379992
355,99.89595919033336,93.54384527999166,107.99883965855106
356,97.93023993063446,83.65521674976497,86.65537274699032
357,99.8995535602979,82.41445725446398,105.38441917832509
358,99.36051835790231,89.00026420856877,112.59399729827967
359,100.58450369330411,83.9486885908485,91.35078513683744
360,98.28581124822522,89.94074803105063,105.17367145176648
361,100.9801488349719,87.8566585780841,100.23526277981318
362,103.0080928851964,79.32894848079751,103.1956238635167
363,99.72623106023777,94.71049333543456,95.69820908645595
364,100.74828859910247,96.01732829076714,82.07264552103794
365,101.32624488140671,84.03864501719593,101.37907033522782
366,99.14458607933135,85.22840677830625,85.84270262034543
367,100.3962609219453,88.66024681217507,85.65361582712355
368,99.9742889248005,88.96688986138147,75.63676168790992
369,100.1454641262177,90.65069569219233,80.16191766039952
370,98.40508021139871,97.47204938874154,75.96970581896667
371,100.00108841687674,86.59902844853337,83.90030256647121
372,100.94901376668723,83.55470334786794,104.11577274370595
373,102.85623472187109,80.7117070691348,75.1511481154317
374,101.8734010589246,84.01545685507989,75.03417807470339
375,104.26211816541128,87.56596778803674,108.51783022591069
376,98.42193426895625,96.76558085703822,94.58104255788636
377,101.7021294636975,85.2656187504647,92.96939197861381
378,100.3250139919659,89.03319505128482,113.04386923276778
379,104.33876096859419,87.89241871592422,99.45345054611252
380,98.34336731461445,93.97647682942961,126.40056274151979
381,98.28131296914941,100.72885071959688,117.21197844233545
382,98.76274843294729,85.4992252077614,107.41606887581057
383,95.71450395851673,85.76545618051594,135.2268836445503
384,98.91153196473596,93.49224741491734,108.39745629006174
385,98.44550850226166,91.73939689963338,122.08681438372692
386,100.26527872464018,97.62168074999028,117.27225916898836
387,100.64870622554803,91.36569942074647,126.32803196623475
388,103.71822515197692,86.70722356384847,127.41363252364154
389,101.86740670240322,91.51429628641412,110.1235424945795
390,98.8134138903568,94.16159217599346,99.87109487431029
391,98.17104092267903,92.77725277045609,109.29934497053115
392,100.9523448197606,91.2676964818529,95.017435939699
393,97.32866367624895,94.12090251868055,118.94002943600636
394,103.63265888716609,94.6899294550243,97.21898634388188
395,102.32922075820585,95.80988997575122,89.40167590895952
396,99.03257650967099,92.19801045307679,92.36847558759422
397,96.54523442355368,88.1739604690594,74.88386598886026
398,102.67981249893404,89.79793439652471,76.92565216319127
399,99.74354115569356,95.15145249919385,97.45426446368498
400,102.44879561371472,85.0884989861348,78.2588469409603
401,96.78483908058614,91.07054288872403,74.33063845974095
402,98.77546523808293,87.3142119648588,90.73379648342417
403,99.98521325501224,89.47809184539814,98.36491588880756
404,100.069187504696,95.77982210662675,95.36577096581064
405,99.07558592599521,90.3959878850731,100.2664676689018
406,101.22189757185967,89.7253410489013,85.24441743438979
407,97.84142816537597,82.74628069477839,81.37748200049995
408,99.69237203837362,93.32897095986203,113.55816782387154
409,100.2181751082135,92.87700570751568,98.31585655347466
410,101.00690538251973,100.51748132950296,101.96134943258402
411,101.40169255098532,88.21368197903244,120.49128733938413
412,97.72960507636787,90.89943404673404,115.21486217276644
413,96.91107893923099,91.10145517311418,116.26093064557439
414,102.53507066779424,97.79240386241428,134.92626152962225
415,100.64474667779055,89.47900813860946,107.87730200996393
416,98.48353925774884,91.4006906529651,124.04800383295569
417,103.08320216361008,93.09491293532035,115.19962123650082
418,100.21262572188418,91.0380747503854,116.58377459074626
419,102.34024157249121,87.92221243492995,127.88865800935619
420,100.11704757688591,91.17393570425298,115.87791218986231
421,104.10386267753756,95.62050480777243,113.93960606390397
422,103.49339767286389,85.16838618827417,116.6898494840121
423,99.48512993738795,91.01418520648171,99.47786059811833
424,101.9265356056913,86.89686564438759,91.76561119591855
425,101.27447442964943,96.42059568328665,86.72614384921651
426,102.72130796103556,82.87708196788836,74.63245382549951
427,98.05451385802803,87.74582353351123,112.19998128873357
428,101.35677337650564,92.47367193358026,78.27389683928187
429,102.10182297550666,98.46217718264158,85.18076365768178
430,96.46779256366035,90.35251607275531,83.20808825757712
431,97.61904615429236,87.9517471175037,88.18540512694496
432,95.9073846923004,100.17977566415794,92.9906005606701
433,99.4473155865586,83.57993573013647,93.75781067450421
434,101.421488426184,79.87176086403267,80.22744947764072
435,102.99138723931306,93.11141995660556,85.8414637228963
436,100.13512658556581,88.44640642700097,92.28435395518325
437,103.24442678010982,85.89561722200328,89.33144849956145
438,97.2272463148833,94.58844234711046,110.57156424187869
439,96.58093287447379,92.31031864846298,102.3008054090577
440,99.87684595619913,88.31535417732965,107.73073432342903
441,100.75631102906006,84.77843598228671,109.98047102812795
442,99.92302468407719,95.58623476015981,117.91659215839655
443,95.8537593947872,94.51872474991617,110.57001031952493
444,99.8106283877295,90.81539197510645,98.01447024235203
445,97.38014988487174,100.58779148945199,116.75917541871544
446,101.32865003807676,86.04730175750564,107.51388103016684
447,100.7227132089792,83.81300375712715,109.44172626381022
448,98.10996472704655,88.02377930025355,120.69941871224387
449,98.96219393752648,91.29786668833889,126.72971259810359
450,97.87170017189517,92.78475928166432,113.49348524282334
451,99.86496451535456,90.4039362118154,114.76834844221437
452,101.90079897408613,93.41223820219028,126.63066817227809
453,98.01925006920209,85.43590011578404,109.55645903229988
454,100.99897930243914,98.95384861371829,130.416202497963
455,98.93055149857591,91.36549143321423,107.1246339971446
456,98.40549796128845,97.40374262069764,80.86867077311885
457,99.77735629372995,93.57170176338583,103.0724694000537
458,97.92110232331726,94.18244914745826,96.58655195021286
459,98.88445494665366,94.78792493969672,103.19183242803314
460,97.59616106267534,94.21783530226227,94.92783876653215
461,103.92152717082219,95.23290974704823,85.17928571313871
462,100.06276089672559,98.70486252589049,73.21991692421913
463,98.59293655800326,93.08131112833682,82.8469078824081
464,100.42049813159126,95.68313193959365,76.50238671649736
465,99.76802996210009,91.72864600445585,79.86626952610273
466,99.55089168810132,99.41692631008475,92.78825480264202
467,101.22130624519991,88.87319988758684,105.35052100650294
468,101.50812741219731,101.29849110611464,94.7955660379714
469,98.93224608857628,92.1314340763384,81.44821966170348
470,98.84174559346611,85.21659151216579,100.67017070385094
471,99.44340972415198,93.0490415517841,111.1541941567427
472,95.3897992378448,89.0411238569214,96.08232744764715
473,96.96338534832168,96.68727371546528,103.7415657000869
474,102.72763941991666,89.25842200124337,107.92388061374224
475,103.28394728061154,90.32792369707303,102.30955855701605
476,99.4960583477392,83.14825014444489,118.61427827548789
477,101.14736057829894,90.37135003741213,112.40771071696473
478,100.6168608851941,80.55022865665482,118.75184066920094
479,106.15223386109237,84.78667156876355,106.03712628033362
480,102.23373152394988,96.54463701756849,110.29507996908588
481,99.73885380762621,96.70776114447142,121.06288619734892
482,98.08371327441935,94.94206424314501,108.72510632435501
483,96.78200459773032,88.01573217061367,127.837685200993
484,100.40192555143246,92.64771382253919,104.26174837191813
485,98.48239582982714,92.90373778118017,107.86261142205741
486,97.15068698076091,87.16522994744747,112.07230398978092
487,98.70214378872764,100.50917174499115,85.58078461835554
488,97.8322868230004,97.41394333591985,79.18073986089355
489,103.36975752646134,91.95708833871319,78.6816622418651
490,101.75884338594432,93.23094227502301,103.95216239717112
491,99.97970643063107,94.17285840444441,83.53870487856298
492,102.95562609289057,82.95652958049284,112.80361389720397
493,100.15055882732118,91.96340569766106,80.25007254300367
494,98.27333653511396,89.82329003988583,86.96860805869244
495,103.04223417997481,88.2588607299406,100.36507546427455
496,101.0738855948265,91.89504048819455,105.4233002197771
497,97.9216511069765,102.32238827328098,106.97667549232986
498,99.61554242494924,96.57141698032123,99.98564378777674
499,98.24505812769603,90.54438893974641,100.16265081630948
500,97.23076854369033,96.29611401686888,98.26654564951585
