Episode,DQL-DCC,PPO,SAC,TD3
70,149.6422393576903,54.523228716451385,152.88378162067386,76.63903444068625
71,147.2186185270046,59.477914164561966,133.19209196712558,77.87012539777353
72,151.3250940389435,61.050530682287814,88.49138256097794,107.86515890052972
73,157.42168433258252,67.06803692174009,114.6512247676821,43.6480551522009
74,157.5473455724007,39.2070668929678,108.98239351039383,100.59052814149341
75,160.242515792926,59.07507738348276,97.57872554559323,84.08307764002231
76,148.55844825022206,81.32919020515557,85.84183024645738,78.71185948954783
77,145.46768659018457,53.475637816756006,74.69060101558445,90.55031464478215
78,148.76782854741649,64.07669373269033,70.89880413885206,120.70300912028394
79,150.05338976362088,63.59923336089908,103.76422361910078,146.992158328473
80,145.99712483571864,70.82386395935255,109.42121713901618,67.43325530825024
81,148.53905257854336,70.93665815693231,106.14103230149084,102.31777651615354
82,154.05883104982726,59.5349355671264,141.63325168183783,88.43251049398822
83,154.12899003617113,68.33043034199129,129.8251020025733,100.1343864839675
84,142.06435169433286,71.09337364463224,112.32711564211209,90.9135729284174
85,156.71940216666673,79.26757784989594,79.07477284663193,110.94331579133228
86,152.14532022644084,54.793745423146994,149.0272553011731,143.85684736891383
87,150.48624988445385,58.95750531783963,147.30144592344746,83.40853561223803
88,152.98497600984896,52.65803048249964,101.6001892182738,81.05244183110403
89,146.65490051713863,60.68346855834063,74.70943400639783,121.71432498095571
90,159.15162612023033,80.0337856162819,97.29403204744402,111.92113379362665
91,145.13188207564673,60.66861300560092,93.28484269822252,78.95312327673135
92,145.33136518084672,75.3544713383295,149.09732691638584,73.81139571611997
93,153.03509370870105,89.35034067603053,153.40342175545655,125.70828341961963
94,144.68622324752846,79.95822996975848,121.96222926260899,94.90911459452806
95,155.40394792653618,88.74887658168667,103.3142858358865,91.2703747801086
96,141.39371315767605,86.23510439459493,129.05233918640414,79.92098914821314
97,148.26658125011707,52.865521869690056,65.2355015262078,101.11944667944127
98,150.8155960604772,81.21418983738866,176.8172359284431,96.69980609453215
99,148.13321991096427,66.19960130169916,116.90480400857277,160.79367112359836
100,159.0823307335231,77.19873568308077,158.62654167785854,83.35486507122461
