Density,Fixed 10Hz,ReactDCC,AdaptDCC,TinyMLP,Q-Learning,SARSA,Actor-Critic,Vanilla DQN,PPO,DDPG,Double DQN,TD3,Decision Transformer,SAC,MAPPO,REMO-DQN
37.55102040816327,66.57390078574603,57.671863069493405,64.80231215558761,62.98616801423134,65.4829295536274,61.93331966850986,49.95069396973536,65.62735633084132,30.0,30.0,61.1878121421927,63.86727399135168,65.09576641932749,30.0,30.0,75.26345123443654
39.38775510204081,68.42331901265754,52.73468498440943,67.46863765821709,58.931582734074254,67.73283226777035,57.25425507053035,47.077238068955495,62.960539946298866,30.0,30.0,55.578916382512624,61.124459867341855,66.45235390083216,30.0,30.0,75.18767902748196
41.22448979591837,64.46748981191381,52.4944198032354,63.979452490521616,56.003155163805445,66.01845080359234,56.609107829910776,42.82912087284426,56.26047121658923,30.0,30.0,52.78636591790315,59.737326323052635,63.346383552972604,30.0,30.0,75.90689500384603
43.06122448979592,66.35003566414737,51.10714301385603,60.8154287083157,54.437582591312214,65.67887456633777,57.75479773417199,41.883143141484105,58.14917823681184,30.0,30.0,53.276771796385134,56.33696571911634,63.10634253977509,30.0,30.0,74.37530736608132
44.89795918367347,61.572000681963814,45.1818702488577,57.75079415669587,53.73766568278062,60.34875393895579,51.58706927207762,34.86265597910206,57.14190226053515,30.0,30.0,47.536544955773316,55.998948020495135,57.49756603079488,30.0,30.0,74.56115720503678
46.734693877551024,59.17770224610632,49.46512668358588,54.85529664534509,49.706944583855666,61.05784549290405,47.81058753185208,36.751126407547176,55.405266540757125,30.0,30.0,50.18135542035653,52.392183403449266,55.37976382609958,30.0,30.0,75.59722680307671
48.57142857142857,57.299914485577325,44.806943350570904,56.51504923145412,48.9161143674582,57.74242304225093,46.89929996455748,36.22377518104864,49.57602785302816,30.0,30.0,41.274786125065766,51.22579914644153,53.749151845695955,30.0,30.0,75.13085932708674
50.40816326530612,55.51520302565946,43.11928307687958,52.48701632738384,46.97567151691876,55.97599273850999,49.04082030397283,27.41409923232399,48.66962407204455,30.0,30.0,42.843858872684976,48.82544535110398,52.679422611305135,30.0,30.0,75.10558871749515
52.244897959183675,56.531046630708204,42.922020214940595,53.59841044455729,50.34828566034973,53.05896633167395,45.60951322765789,27.447086041486504,50.153888042384224,30.0,23.58866114520655,46.002976360868175,46.613692718918024,49.69698391919903,30.0,30.0,74.68652646189916
54.08163265306123,51.41388804982774,36.76507151177241,50.37905277476868,38.642811720853935,47.90195526954871,42.89012449781986,23.82703669247705,44.82232785435747,30.0,25.868097086972423,39.42950076637582,44.30330314983268,50.75409040731947,27.1395369629815,30.0,75.2382524337301
55.91836734693878,50.86631957451891,37.00783091599421,48.70912597043506,41.92247055794058,52.1373421298811,40.17751994687411,19.869888099646314,43.92753350721591,30.0,21.63765416914538,37.729766240339956,44.77030390071387,49.128633115888526,24.56681574406776,30.0,74.677621025738
57.755102040816325,53.652079574521224,33.47440869019133,47.39790923850887,43.824365986411465,51.6055420617033,40.21425567490353,16.101927173472458,45.85975426437027,30.0,19.583759464974705,39.25038422504353,44.609532466342884,49.52156891506997,27.731158590822,30.0,75.0812696235323
59.59183673469388,47.59413548283778,31.160353084532407,42.685328376335264,38.70793572907691,44.68054410084488,35.593154460116594,15.161684026885542,40.79348116941852,28.695867351289273,15.756630742129827,33.06744437266812,42.48392153177492,41.66364231823044,22.886757798407057,29.241151566509263,74.4289214843795
61.42857142857143,49.72876373011442,27.818531925124535,40.79603503410055,38.06235014768425,46.14689300187028,35.95052360168212,14.354282476795882,37.6166084193422,30.0,14.068122098960247,34.13016541162181,35.78198386426477,41.636066551628225,13.602726481678921,24.967832924901778,74.8802300777373
63.26530612244898,42.37745004478042,30.52851301027539,39.04261389375876,34.84643623107168,46.58409503185876,31.9245116290709,14.452989651204637,35.495999006105855,29.433515235313756,11.415507661300797,32.9017828449916,39.02691758668922,43.47563695877713,14.6843276106108,25.0158301472952,75.94712834779895
65.10204081632654,47.903767533781206,24.280696384920237,41.56675188887461,31.403385238469255,42.31631351053291,29.639530298446598,6.424966381385442,36.097749403823826,24.942128137216315,7.2345373844298315,29.46058460920287,33.96559142835946,40.57157659230141,9.632757623874097,21.784484862913004,74.6854912888047
66.93877551020408,40.96324955302227,24.265014841031846,35.89604015272311,26.34548853191447,43.856028779282404,28.20770250164658,7.3748607659377505,30.947091752520812,19.989172047901157,3.879453833448248,23.56384680100465,33.95677140960636,38.63438961281677,8.79724612213431,15.88708519810514,74.79534539570002
68.77551020408163,40.25104552577551,16.950461454465618,34.460889180006816,29.331500175034975,39.623765734697265,26.77969078062857,4.541038267598266,31.299792866504184,20.42235566007872,2.0545455938305732,23.195787194531515,29.0962716629406,39.41264672502375,1.8634893864633524,18.769218156616148,74.72322829718382
70.61224489795919,41.86463795034533,20.894843170958097,35.493968118981186,25.460643991787656,37.2885251088096,25.480674304028977,4.761360861209656,30.64200288909884,21.4160512856616,0.7002035179539767,27.781115934051357,29.346059102502867,33.205184985013794,5.308430773510146,13.952113534542518,74.87502080621306
72.44897959183675,39.54488884443642,18.473678305661675,32.23056088440261,23.50245478869189,39.273926364882705,24.09707386841849,0.0,30.754918485035898,19.410016955519957,0.0,19.32294653996031,27.842942588268507,32.107788950220666,0.7404175005420064,15.324526716790627,74.9850963980054
74.28571428571429,39.29416722985761,14.398514096511212,30.290795918125827,22.196419489094364,33.34035543551417,14.297259997639264,0.0,27.672792029502343,14.581036552829481,0.0,24.22677006220642,22.399683586355234,30.2123783918041,0.5860028624241193,9.954525331520959,74.84290458962397
76.12244897959184,33.4477868808005,11.584150825809822,28.43299973329333,24.77538521432965,32.19256521293891,18.106517767302527,0.0,23.090642657619785,10.044094016109565,0.0,19.622156881143457,24.738824450602774,26.21974033806723,0.0,10.802070636045482,74.81720894129441
77.95918367346938,33.930821102296235,10.672425651481852,23.030571583901896,24.18660588562068,30.28579187594801,16.98650723038387,0.0,25.05668855353337,13.308657375902895,0.0,15.192485321858234,24.367557081310867,28.85134583784908,0.0,6.493376736752156,74.55039963433119
79.79591836734694,31.770395284190087,12.284396844184332,24.063797156293976,17.902615076199613,28.22620347520222,18.827599564612484,0.0,20.28189686813275,9.307002340288449,0.0,12.698932254138905,19.479788121990822,25.88015994210658,0.0,5.311923944098323,74.65422649390658
81.63265306122449,29.284293887953776,2.0147320067858314,26.67641175062362,14.629933153349429,29.25197221771965,11.705298572931465,0.0,16.590597923950664,3.675430238980274,0.0,9.124934464919791,20.70281722272996,23.800217844358215,0.0,0.10013499310676821,74.46036922418175
83.46938775510205,31.196586182947,4.939650061910092,21.550214542428897,11.296283166300523,26.354545548207984,12.238725328195432,0.0,16.89899827434031,4.016781712879992,0.0,7.826873459397148,15.756490921888943,21.779323553869766,0.0,0.0,73.62443289168439
85.3061224489796,30.39101394076752,0.0,17.143756602098797,12.67908472432517,26.79215131339204,12.951021013767173,0.0,18.300496419984448,1.7585343268202793,0.0,4.577367794185648,15.98844391860685,21.910834766830202,0.0,0.0,75.80918505594634
87.14285714285714,26.331298419120525,0.0,17.244472805034718,13.399084001393394,20.780154818290196,5.382851636700857,0.0,13.935715142644685,0.0,0.0,3.777680765625096,8.005531872331257,18.689403467712083,0.0,0.0,74.82122923191646
88.9795918367347,28.55057320944158,0.0,18.2958944809191,7.429860427242867,20.438849677138535,6.844567450624084,0.0,11.811355795996182,0.0,0.0,0.0,15.433624310580225,19.069771897208685,0.0,0.0,73.93074856062303
90.81632653061224,22.433869950740224,0.0,16.571981038458006,1.2578175198168067,21.22161440599423,2.4999016333261297,0.0,13.241812381564106,0.0,0.0,0.0,11.740382190159066,17.88515152182454,0.0,0.0,74.49870367157946
92.6530612244898,25.502324822418633,0.0,13.619075863561253,5.447177344984363,22.492327790143044,1.143006118916592,0.0,5.285756422871319,0.0,0.0,0.3573172966640148,6.333611638885621,14.717790251317423,0.0,0.0,73.67386841422011
94.48979591836735,22.129988075308752,0.0,11.144954263151307,4.169145824283502,18.74448126236479,0.0,0.0,3.7583449136964187,0.0,0.0,0.0,1.1120815418251984,12.92216459796118,0.0,0.0,74.06310330705129
96.3265306122449,17.058495366489854,0.0,8.03469565444671,0.0,15.243206143622984,0.0,0.0,1.278927224690074,0.0,0.0,0.0,3.785713279443668,12.358236223279627,0.0,0.0,73.5324751171922
98.16326530612245,21.96879805325287,0.0,9.891182967420235,0.0,11.877434995357397,1.7395828062077197,0.0,3.4369935644056233,0.0,0.0,0.0,0.0,10.269709127536714,0.0,0.0,74.21114227105734
100.0,15.61691423435313,0.0,9.146278998569219,0.0,11.995315974099926,0.0,0.0,1.2057604704975515,0.0,0.0,0.0,0.40615751338734807,11.327881623677323,0.0,0.0,73.40932238693497
