x,y,Cluster
2.2274599346041293,4.791877749642725,High Traffic
3.3071427542824283,4.506999065341168,High Traffic
0.39251676543877245,4.410635243055788,High Traffic
2.184633858532304,5.849602097021025,High Traffic
2.2598827942484236,5.357015485965047,High Traffic
2.7818228717773104,4.307090404739346,High Traffic
0.763049289121918,5.899599875433251,High Traffic
0.6795433869157237,5.307299520876609,High Traffic
2.5219415656168978,5.81286211883896,High Traffic
2.2969846732331862,5.629628841923612,High Traffic
