Episode,Global_Step,Reward,AoI_mean,CBR_mean,PDR_mean,Loss,Epsilon,Density
80,160000,-877534.1730638271,496.13,0.0428,84.07,0.001908,0.0174,100
81,162000,-967222.4921618904,502.938,0.0427,78.02,0.001832,0.0165,30
82,164000,-891040.726737481,493.068,0.0424,84.22,0.001759,0.0157,50
83,166000,-911830.2395633172,502.938,0.0427,78.02,0.001688,0.0149,30
84,168000,-942617.6975252568,496.13,0.0428,84.07,0.001621,0.0142,100
85,170000,-923903.0828699404,502.938,0.0427,78.02,0.001556,0.0135,30
86,172000,-895136.3432033169,502.938,0.0427,78.02,0.001494,0.0128,30
87,174000,-906813.9784204144,496.13,0.0428,84.07,0.001434,0.0121,100
88,176000,-908967.7574597856,496.13,0.0428,84.07,0.001377,0.0115,100
89,178000,-876751.9535970449,493.068,0.0424,84.22,0.001322,0.011,50
90,180000,-977598.9038730623,493.068,0.0424,84.22,0.001269,0.0104,50
91,182000,-902225.0694577296,493.068,0.0424,84.22,0.001218,0.01,50
92,184000,-949000.5414621118,493.068,0.0424,84.22,0.001169,0.01,50
93,186000,-957026.5496243528,496.13,0.0428,84.07,0.001123,0.01,100
94,188000,-945689.0619684664,496.13,0.0428,84.07,0.001078,0.01,100
95,190000,-867652.1273822285,502.938,0.0427,78.02,0.001035,0.01,30
96,192000,-930303.6283056736,502.938,0.0427,78.02,0.000993,0.01,30
97,194000,-958719.6699417996,502.938,0.0427,78.02,0.000953,0.01,30
98,196000,-902788.461325218,502.938,0.0427,78.02,0.000915,0.01,30
99,198000,-926937.6959978404,496.13,0.0428,84.07,0.000879,0.01,100
100,200000,-927567.2910945938,496.13,0.0428,84.07,0.000844,0.01,100
