Episode,Global_Step,Reward,AoI_mean,CBR_mean,PDR_mean,Loss,Epsilon,Density
41,82000,-895458.4798678656,189.016,0.0654,94.0,0.024164,0.128512,30
42,84000,-888336.8496837094,190.972,0.0741,92.98,0.020819,0.122087,50
43,86000,-953673.6589011495,200.725,0.0898,91.28,0.02312,0.115982,100
44,88000,-878631.9167561819,175.493,0.0622,93.94,0.022814,0.110183,30
45,90000,-878032.1048378454,168.647,0.0639,93.59,0.025277,0.104674,30
46,92000,-869918.2025325104,174.033,0.0602,94.24,0.022209,0.09944,30
47,94000,-880553.1130894073,177.426,0.0723,93.46,0.017984,0.094468,50
48,96000,-863741.8461740991,161.365,0.0624,94.63,0.020154,0.089745,30
49,98000,-870504.0160101441,167.031,0.0629,95.57,0.01677,0.085258,30
50,100000,-860948.1893832105,163.729,0.0605,96.18,0.017181,0.080995,30
51,102000,-887413.5125354133,172.548,0.0759,94.96,0.014848,0.076945,50
52,104000,-875028.5970130306,172.299,0.0701,94.81,0.015944,0.073098,50
53,106000,-927715.8599863645,175.448,0.08,92.21,0.014624,0.069443,100
54,108000,-924176.8702348114,180.768,0.0835,92.62,0.013569,0.065971,100
55,110000,-877483.1988226366,157.139,0.0736,94.97,0.018554,0.062672,50
56,112000,-853211.1120211349,157.41,0.06,96.11,0.016221,0.059539,30
57,114000,-860393.2602839,163.076,0.0742,94.55,0.015168,0.056562,50
58,116000,-871407.1164400062,158.714,0.0722,95.41,0.010699,0.053734,50
59,118000,-845704.3607189142,151.316,0.0597,96.78,0.013865,0.051047,30
60,120000,-913271.171394648,170.923,0.0865,93.85,0.012589,0.048495,100
61,122000,-845074.6131794975,149.187,0.0623,96.82,0.012025,0.04607,30
62,124000,-914844.0217579933,170.703,0.0846,93.86,0.013641,0.043766,100
63,126000,-837085.8988859167,154.21,0.0623,97.06,0.012707,0.041578,30
64,128000,-912640.8552147516,166.82,0.085,93.88,0.012933,0.039499,100
65,130000,-915740.8742496428,165.801,0.084,94.82,0.012847,0.037524,100
66,132000,-837604.629631705,152.429,0.0621,97.14,0.009998,0.035648,30
67,134000,-835318.4245952159,143.628,0.0607,96.54,0.012186,0.033866,30
68,136000,-861569.6875619135,148.378,0.0698,96.13,0.011711,0.032172,50
69,138000,-860527.7456508075,152.156,0.0709,95.71,0.010165,0.030564,50
70,140000,-838789.1107880292,139.926,0.0576,96.65,0.012088,0.029035,30
71,142000,-857376.965529171,156.191,0.0721,95.96,0.012069,0.027584,50
72,144000,-840516.0703331454,144.818,0.0598,97.24,0.009274,0.026205,30
73,146000,-833226.6211329232,150.655,0.0601,97.31,0.012158,0.024894,30
74,148000,-859383.5772840154,150.079,0.0703,96.19,0.010164,0.02365,50
75,150000,-895820.0930027169,160.859,0.0882,94.65,0.010871,0.022467,100
76,152000,-838780.5002437788,147.064,0.0606,98.29,0.00915,0.021344,30
77,154000,-908220.2564186446,155.906,0.081,93.95,0.008874,0.020277,100
78,156000,-857086.5196314985,149.421,0.074,96.71,0.01073,0.019263,50
79,158000,-898892.7257585459,159.79,0.0826,95.17,0.008514,0.0183,100
80,160000,-828361.5374197655,135.755,0.0629,97.22,0.00926,0.017385,30
81,162000,-905708.6709477096,155.012,0.0852,94.32,0.006902,0.016515,100
82,164000,-831138.7481092985,137.956,0.0599,97.37,0.011234,0.01569,30
83,166000,-851745.9610941077,142.558,0.0671,96.96,0.011315,0.014905,50
84,168000,-832741.2178680722,148.104,0.0604,97.93,0.008302,0.01416,30
85,170000,-899959.3735121461,163.776,0.0846,94.83,0.013833,0.013452,100
86,172000,-840610.1413422101,137.761,0.0615,97.89,0.012365,0.012779,30
87,174000,-825780.1655278514,133.34,0.0596,97.73,0.007182,0.01214,30
88,176000,-902647.4559357614,162.897,0.0823,93.53,0.009621,0.011533,100
89,178000,-908135.2027045095,156.146,0.081,94.35,0.01017,0.010957,100
90,180000,-856909.2126139539,147.646,0.0682,96.14,0.010672,0.010409,50
91,182000,-854415.8793875421,149.91,0.0681,96.66,0.009143,0.01,50
92,184000,-857315.7445392675,145.578,0.068,96.14,0.00762,0.01,50
93,186000,-852334.3005541208,146.07,0.0687,96.53,0.013077,0.01,50
94,188000,-904330.8920138187,158.314,0.0866,94.16,0.008649,0.01,100
95,190000,-894255.0396741348,146.584,0.082,95.12,0.008488,0.01,100
96,192000,-826543.275604245,143.038,0.0607,98.5,0.008489,0.01,30
97,194000,-834914.7167197275,136.853,0.0568,97.54,0.008684,0.01,30
98,196000,-827478.9016003103,138.037,0.0579,98.29,0.006049,0.01,30
99,198000,-824532.3229886543,146.496,0.0602,97.02,0.008834,0.01,30
100,200000,-907553.6624999695,151.383,0.0847,94.02,0.009886,0.01,100
