Episode,Global_Step,Reward,AoI_mean,CBR_mean,PDR_mean,Loss,Epsilon,Density
21.0,42000.0,-896751.6865117983,245.41,0.0548,93.6,0.021216,0.3585,50.0
22.0,44000.0,-1055084.4039870205,245.41,0.0548,93.6,0.020367,0.3406,50.0
23.0,46000.0,-960427.0696611428,245.41,0.0548,93.6,0.019553,0.3235,50.0
24.0,48000.0,-867492.9884746342,239.946,0.0447,94.62,0.018771,0.3074,30.0
25.0,50000.0,-903980.1383047207,239.946,0.0447,94.62,0.01802,0.292,30.0
26.0,52000.0,-956078.4526724992,246.733,0.0556,93.45,0.017299,0.2774,100.0
27.0,54000.0,-934009.6642465934,246.733,0.0556,93.45,0.016607,0.2635,100.0
28.0,56000.0,-906063.729791352,239.946,0.0447,94.62,0.015943,0.2503,30.0
29.0,58000.0,-902460.8924820648,245.41,0.0548,93.6,0.015305,0.2378,50.0
30.0,60000.0,-947909.6277285472,239.946,0.0447,94.62,0.014693,0.2259,30.0
31.0,62000.0,-1010370.905441154,245.41,0.0548,93.6,0.014105,0.2146,50.0
32.0,64000.0,-902709.2432775326,246.733,0.0556,93.45,0.013541,0.2039,100.0
33.0,66000.0,-946360.5541581291,245.41,0.0548,93.6,0.012999,0.1937,50.0
34.0,68000.0,-993463.2930444618,245.41,0.0548,93.6,0.012479,0.184,50.0
35.0,70000.0,-962183.4533414209,245.41,0.0548,93.6,0.01198,0.1748,50.0
36.0,72000.0,-1063210.844490518,239.946,0.0447,94.62,0.011501,0.1661,30.0
37.0,74000.0,-958330.4362198632,239.946,0.0447,94.62,0.011041,0.1578,30.0
38.0,76000.0,-907774.7532528136,245.41,0.0548,93.6,0.010599,0.1499,50.0
39.0,78000.0,-930634.5452614756,246.733,0.0556,93.45,0.010175,0.1424,100.0
40.0,80000.0,-997532.9071518033,239.946,0.0447,94.62,0.009768,0.1353,30.0
41.0,82000.0,-931751.3472187473,245.41,0.0548,93.6,0.009378,0.1285,50.0
42.0,84000.0,-925050.2171484052,246.733,0.0556,93.45,0.009002,0.1221,100.0
43.0,86000.0,-994305.1769975444,239.946,0.0447,94.62,0.008642,0.116,30.0
44.0,88000.0,-948479.5512026576,239.946,0.0447,94.62,0.008297,0.1102,30.0
45.0,90000.0,-940352.9481827876,239.946,0.0447,94.62,0.007965,0.1047,30.0
46.0,92000.0,-967884.6460097382,245.41,0.0548,93.6,0.007646,0.0994,50.0
47.0,94000.0,-916617.1587820804,239.946,0.0447,94.62,0.00734,0.0945,30.0
48.0,96000.0,-879763.9505025164,239.946,0.0447,94.62,0.007047,0.0897,30.0
49.0,98000.0,-902311.4868655222,239.946,0.0447,94.62,0.006765,0.0853,30.0
50.0,100000.0,-993731.472647855,245.41,0.0548,93.6,0.006494,0.081,50.0
51.0,102000.0,-902760.0454801256,245.41,0.0548,93.6,0.006235,0.0769,50.0
52.0,104000.0,-906235.1469050643,246.733,0.0556,93.45,0.005985,0.0731,100.0
53.0,106000.0,-885858.312650798,246.733,0.0556,93.45,0.005746,0.0694,100.0
54.0,108000.0,-951894.1048619202,245.41,0.0548,93.6,0.005516,0.066,50.0
55.0,110000.0,-986376.3075746596,239.946,0.0447,94.62,0.005295,0.0627,30.0
56.0,112000.0,-971791.2673908772,245.41,0.0548,93.6,0.005083,0.0595,50.0
57.0,114000.0,-915653.8805789418,245.41,0.0548,93.6,0.00488,0.0566,50.0
58.0,116000.0,-858108.4148434775,239.946,0.0447,94.62,0.004685,0.0537,30.0
59.0,118000.0,-941737.8999658016,246.733,0.0556,93.45,0.004498,0.051,100.0
60.0,120000.0,-870601.3527871562,239.946,0.0447,94.62,0.004318,0.0485,30.0
61.0,122000.0,-1000546.8086469627,246.733,0.0556,93.45,0.004145,0.0461,100.0
62.0,124000.0,-900677.2196303724,239.946,0.0447,94.62,0.003979,0.0438,30.0
63.0,126000.0,-1008086.4892556884,246.733,0.0556,93.45,0.00382,0.0416,100.0
64.0,128000.0,-925856.9731200858,246.733,0.0556,93.45,0.003667,0.0395,100.0
65.0,130000.0,-1014668.2330510248,239.946,0.0447,94.62,0.00352,0.0375,30.0
66.0,132000.0,-889565.681458993,239.946,0.0447,94.62,0.00338,0.0356,30.0
67.0,134000.0,-996760.4972666492,245.41,0.0548,93.6,0.003244,0.0339,50.0
68.0,136000.0,-881000.2073647538,245.41,0.0548,93.6,0.003115,0.0322,50.0
69.0,138000.0,-882479.2311609366,239.946,0.0447,94.62,0.00299,0.0306,30.0
70.0,140000.0,-941067.5519766732,245.41,0.0548,93.6,0.00287,0.029,50.0
71.0,142000.0,-945733.2320561678,239.946,0.0447,94.62,0.002756,0.0276,30.0
72.0,144000.0,-915061.4894144356,239.946,0.0447,94.62,0.002645,0.0262,30.0
73.0,146000.0,-861500.7232454893,245.41,0.0548,93.6,0.00254,0.0249,50.0
74.0,148000.0,-912561.643750093,246.733,0.0556,93.45,0.002438,0.0236,100.0
75.0,150000.0,-961258.0908025728,239.946,0.0447,94.62,0.002341,0.0225,30.0
76.0,152000.0,-940581.2763771666,246.733,0.0556,93.45,0.002247,0.0213,100.0
77.0,154000.0,-855532.4931478673,245.41,0.0548,93.6,0.002157,0.0203,50.0
78.0,156000.0,-877658.9250329541,246.733,0.0556,93.45,0.002071,0.0193,100.0
79.0,158000.0,-853689.589528788,239.946,0.0447,94.62,0.001988,0.0183,30.0
80.0,160000.0,-949014.0677346018,246.733,0.0556,93.45,0.001908,0.0174,100.0
81.0,162000.0,-939024.4140447862,239.946,0.0447,94.62,0.001832,0.0165,30.0
82.0,164000.0,-904969.4680855968,245.41,0.0548,93.6,0.001759,0.0157,50.0
83.0,166000.0,-928988.9605471608,239.946,0.0447,94.62,0.001688,0.0149,30.0
84.0,168000.0,-912685.0569735433,246.733,0.0556,93.45,0.001621,0.0142,100.0
85.0,170000.0,-893490.6481951374,239.946,0.0447,94.62,0.001556,0.0135,30.0
86.0,172000.0,-870976.4266123635,239.946,0.0447,94.62,0.001494,0.0128,30.0
87.0,174000.0,-981431.9960173966,246.733,0.0556,93.45,0.001434,0.0121,100.0
88.0,176000.0,-983871.241831146,246.733,0.0556,93.45,0.001377,0.0115,100.0
89.0,178000.0,-849555.5524583338,245.41,0.0548,93.6,0.001322,0.011,50.0
90.0,180000.0,-947702.2698568716,245.41,0.0548,93.6,0.001269,0.0104,50.0
91.0,182000.0,-877186.1192737705,245.41,0.0548,93.6,0.001218,0.01,50.0
92.0,184000.0,-1029038.3603075872,245.41,0.0548,93.6,0.001169,0.01,50.0
93.0,186000.0,-972947.8257488076,246.733,0.0556,93.45,0.001123,0.01,100.0
94.0,188000.0,-916223.9952301148,246.733,0.0556,93.45,0.001078,0.01,100.0
95.0,190000.0,-881756.6013173142,239.946,0.0447,94.62,0.001035,0.01,30.0
96.0,192000.0,-904649.7830994584,239.946,0.0447,94.62,0.000993,0.01,30.0
97.0,194000.0,-929570.4954449036,239.946,0.0447,94.62,0.000953,0.01,30.0
98.0,196000.0,-877689.7014255638,239.946,0.0447,94.62,0.000915,0.01,30.0
99.0,198000.0,-899597.9387430671,246.733,0.0556,93.45,0.000879,0.01,100.0
100.0,200000.0,-899871.1635328081,246.733,0.0556,93.45,0.000844,0.01,100.0
