Episode,Global_Step,Reward,AoI_mean,CBR_mean,PDR_mean,Loss,Epsilon,Density
28.0,56000.0,-930090.7552597444,138.324,0.073,92.96,0.0,0.0,30.0
29.0,58000.0,-882690.2536669705,145.545,0.0882,91.73,0.0,0.0,50.0
30.0,60000.0,-974903.5558060544,138.324,0.073,92.96,0.0,0.0,30.0
31.0,62000.0,-986406.9671917052,145.545,0.0882,91.73,0.0,0.0,50.0
32.0,64000.0,-925793.6083226968,146.729,0.0893,91.64,0.0,0.0,100.0
33.0,66000.0,-973821.1631090586,145.545,0.0882,91.73,0.0,0.0,50.0
34.0,68000.0,-913591.4462345068,145.545,0.0882,91.73,0.0,0.0,50.0
35.0,70000.0,-938933.5324809148,145.545,0.0882,91.73,0.0,0.0,50.0
36.0,72000.0,-974675.5160964852,138.324,0.073,92.96,0.0,0.0,30.0
37.0,74000.0,-936796.1841244372,138.324,0.073,92.96,0.0,0.0,30.0
38.0,76000.0,-929490.1528938212,145.545,0.0882,91.73,0.0,0.0,50.0
39.0,78000.0,-955578.4475054146,146.729,0.0893,91.64,0.0,0.0,100.0
40.0,80000.0,-917597.0353977552,138.324,0.073,92.96,0.0,0.0,30.0
41.0,82000.0,-910238.7374933813,145.545,0.0882,91.73,0.0,0.0,50.0
42.0,84000.0,-948104.2444536577,146.729,0.0893,91.64,0.0,0.0,100.0
43.0,86000.0,-971169.3025679193,138.324,0.073,92.96,0.0,0.0,30.0
44.0,88000.0,-975342.2143993726,138.324,0.073,92.96,0.0,0.0,30.0
45.0,90000.0,-964992.8613027158,138.324,0.073,92.96,0.0,0.0,30.0
46.0,92000.0,-945714.6890096504,145.545,0.0882,91.73,0.0,0.0,50.0
47.0,94000.0,-942396.543644704,138.324,0.073,92.96,0.0,0.0,30.0
48.0,96000.0,-901509.2041866943,138.324,0.073,92.96,0.0,0.0,30.0
49.0,98000.0,-928013.017405987,138.324,0.073,92.96,0.0,0.0,30.0
50.0,100000.0,-969895.2674198475,145.545,0.0882,91.73,0.0,0.0,50.0
51.0,102000.0,-927447.0317043512,145.545,0.0882,91.73,0.0,0.0,50.0
52.0,104000.0,-929738.7589886324,146.729,0.0893,91.64,0.0,0.0,100.0
53.0,106000.0,-909658.5954960046,146.729,0.0893,91.64,0.0,0.0,100.0
54.0,108000.0,-975197.8159737237,145.545,0.0882,91.73,0.0,0.0,50.0
55.0,110000.0,-963045.0654938946,138.324,0.073,92.96,0.0,0.0,30.0
56.0,112000.0,-950950.7800267156,145.545,0.0882,91.73,0.0,0.0,50.0
57.0,114000.0,-938413.9537932088,145.545,0.0882,91.73,0.0,0.0,50.0
58.0,116000.0,-879682.8588869708,138.324,0.073,92.96,0.0,0.0,30.0
59.0,118000.0,-921202.0344403668,146.729,0.0893,91.64,0.0,0.0,100.0
60.0,120000.0,-893781.2083943479,138.324,0.073,92.96,0.0,0.0,30.0
61.0,122000.0,-920100.0693607178,146.729,0.0893,91.64,0.0,0.0,100.0
62.0,124000.0,-922296.8887788953,138.324,0.073,92.96,0.0,0.0,30.0
63.0,126000.0,-984677.6601172284,146.729,0.0893,91.64,0.0,0.0,100.0
64.0,128000.0,-951961.4869493784,146.729,0.0893,91.64,0.0,0.0,100.0
65.0,130000.0,-990993.151754002,138.324,0.073,92.96,0.0,0.0,30.0
66.0,132000.0,-912802.9106248252,138.324,0.073,92.96,0.0,0.0,30.0
67.0,134000.0,-915463.9865012811,145.545,0.0882,91.73,0.0,0.0,50.0
68.0,136000.0,-905134.8061536693,145.545,0.0882,91.73,0.0,0.0,50.0
69.0,138000.0,-905373.9132388867,138.324,0.073,92.96,0.0,0.0,30.0
70.0,140000.0,-919556.5285367168,145.545,0.0882,91.73,0.0,0.0,50.0
71.0,142000.0,-971904.0553857844,138.324,0.073,92.96,0.0,0.0,30.0
72.0,144000.0,-940507.7893143296,138.324,0.073,92.96,0.0,0.0,30.0
73.0,146000.0,-883024.6972583086,145.545,0.0882,91.73,0.0,0.0,50.0
74.0,148000.0,-937487.5600809236,146.729,0.0893,91.64,0.0,0.0,100.0
75.0,150000.0,-941060.7858455929,138.324,0.073,92.96,0.0,0.0,30.0
76.0,152000.0,-918773.3285128264,146.729,0.0893,91.64,0.0,0.0,100.0
77.0,154000.0,-875721.9176591119,145.545,0.0882,91.73,0.0,0.0,50.0
78.0,156000.0,-901840.066178342,146.729,0.0893,91.64,0.0,0.0,100.0
79.0,158000.0,-875856.8934385286,138.324,0.073,92.96,0.0,0.0,30.0
80.0,160000.0,-873002.1792262819,146.729,0.0893,91.64,0.0,0.0,100.0
81.0,162000.0,-963194.0654254096,138.324,0.073,92.96,0.0,0.0,30.0
82.0,164000.0,-885466.9276136548,145.545,0.0882,91.73,0.0,0.0,50.0
83.0,166000.0,-908672.34487601,138.324,0.073,92.96,0.0,0.0,30.0
84.0,168000.0,-937955.531956331,146.729,0.0893,91.64,0.0,0.0,100.0
85.0,170000.0,-916982.8808013244,138.324,0.073,92.96,0.0,0.0,30.0
86.0,172000.0,-892167.2849568734,138.324,0.073,92.96,0.0,0.0,30.0
87.0,174000.0,-901149.091910896,146.729,0.0893,91.64,0.0,0.0,100.0
88.0,176000.0,-904120.2444309068,146.729,0.0893,91.64,0.0,0.0,100.0
89.0,178000.0,-871234.5538510454,145.545,0.0882,91.73,0.0,0.0,50.0
90.0,180000.0,-972741.200451298,145.545,0.0882,91.73,0.0,0.0,50.0
91.0,182000.0,-898990.3295649146,145.545,0.0882,91.73,0.0,0.0,50.0
92.0,184000.0,-944911.8608978146,145.545,0.0882,91.73,0.0,0.0,50.0
93.0,186000.0,-950948.850007094,146.729,0.0893,91.64,0.0,0.0,100.0
94.0,188000.0,-940462.794709154,146.729,0.0893,91.64,0.0,0.0,100.0
95.0,190000.0,-863086.5298664257,138.324,0.073,92.96,0.0,0.0,30.0
96.0,192000.0,-926656.1877394688,138.324,0.073,92.96,0.0,0.0,30.0
97.0,194000.0,-954551.7918338466,138.324,0.073,92.96,0.0,0.0,30.0
98.0,196000.0,-899366.3148417863,138.324,0.073,92.96,0.0,0.0,30.0
99.0,198000.0,-921787.3266654091,146.729,0.0893,91.64,0.0,0.0,100.0
100.0,200000.0,-923237.1898353857,146.729,0.0893,91.64,0.0,0.0,100.0
