Episode,Global_Step,Reward,AoI_mean,CBR_mean,PDR_mean,Loss,Epsilon,Density
59.0,118000.0,-897347.6888836697,149.179,0.088,91.62,0.004498,0.051,100.0
60.0,120000.0,-902624.9351566248,142.465,0.0714,92.95,0.004318,0.0485,30.0
61.0,122000.0,-943935.0562151722,149.179,0.088,91.62,0.004145,0.0461,100.0
62.0,124000.0,-936363.860701798,142.465,0.0714,92.95,0.003979,0.0438,30.0
63.0,126000.0,-957436.2309103336,149.179,0.088,91.62,0.00382,0.0416,100.0
64.0,128000.0,-962602.8670990996,149.179,0.088,91.62,0.003667,0.0395,100.0
65.0,130000.0,-966835.083057248,142.465,0.0714,92.95,0.00352,0.0375,30.0
66.0,132000.0,-887609.9549714783,142.465,0.0714,92.95,0.00338,0.0356,30.0
67.0,134000.0,-936759.4092881064,148.185,0.0869,91.73,0.003244,0.0339,50.0
68.0,136000.0,-881006.4650482658,148.185,0.0869,91.73,0.003115,0.0322,50.0
69.0,138000.0,-982278.530092272,142.465,0.0714,92.95,0.00299,0.0306,30.0
70.0,140000.0,-895440.9598666524,148.185,0.0869,91.73,0.00287,0.029,50.0
71.0,142000.0,-979579.203631697,142.465,0.0714,92.95,0.002756,0.0276,30.0
72.0,144000.0,-962788.5527074938,142.465,0.0714,92.95,0.002645,0.0262,30.0
73.0,146000.0,-861075.3734877523,148.185,0.0869,91.73,0.00254,0.0249,50.0
74.0,148000.0,-959962.0594793038,149.179,0.088,91.62,0.002438,0.0236,100.0
75.0,150000.0,-918455.578148974,142.465,0.0714,92.95,0.002341,0.0225,30.0
76.0,152000.0,-894459.6919511736,149.179,0.088,91.62,0.002247,0.0213,100.0
77.0,154000.0,-858673.3165999632,148.185,0.0869,91.73,0.002157,0.0203,50.0
78.0,156000.0,-877660.2796216229,149.179,0.088,91.62,0.002071,0.0193,100.0
79.0,158000.0,-950842.5485141427,142.465,0.0714,92.95,0.001988,0.0183,30.0
80.0,160000.0,-891852.7917550282,149.179,0.088,91.62,0.001908,0.0174,100.0
81.0,162000.0,-1048497.0498746368,142.465,0.0714,92.95,0.001832,0.0165,30.0
82.0,164000.0,-904791.7579013056,148.185,0.0869,91.73,0.001759,0.0157,50.0
83.0,166000.0,-910865.1306741956,142.465,0.0714,92.95,0.001688,0.0149,30.0
84.0,168000.0,-912677.9348818436,149.179,0.088,91.62,0.001621,0.0142,100.0
85.0,170000.0,-982138.001403822,142.465,0.0714,92.95,0.001556,0.0135,30.0
86.0,172000.0,-868885.0605605242,142.465,0.0714,92.95,0.001494,0.0128,30.0
87.0,174000.0,-879855.7418815473,149.179,0.088,91.62,0.001434,0.0121,100.0
88.0,176000.0,-880923.8351430626,149.179,0.088,91.62,0.001377,0.0115,100.0
89.0,178000.0,-890313.1971437087,148.185,0.0869,91.73,0.001322,0.011,50.0
90.0,180000.0,-947704.1976621272,148.185,0.0869,91.73,0.001269,0.0104,50.0
91.0,182000.0,-891804.021136635,148.185,0.0869,91.73,0.001218,0.01,50.0
92.0,184000.0,-919074.7784535764,148.185,0.0869,91.73,0.001169,0.01,50.0
93.0,186000.0,-1029204.0704713628,149.179,0.088,91.62,0.001123,0.01,100.0
94.0,188000.0,-917861.3619637012,149.179,0.088,91.62,0.001078,0.01,100.0
95.0,190000.0,-846556.833559108,142.465,0.0714,92.95,0.001035,0.01,30.0
96.0,192000.0,-902298.337022135,142.465,0.0714,92.95,0.000993,0.01,30.0
97.0,194000.0,-931312.6625266272,142.465,0.0714,92.95,0.000953,0.01,30.0
98.0,196000.0,-919738.1567425128,142.465,0.0714,92.95,0.000915,0.01,30.0
99.0,198000.0,-906785.5758132682,149.179,0.088,91.62,0.000879,0.01,100.0
100.0,200000.0,-1005293.027973882,149.179,0.088,91.62,0.000844,0.01,100.0
