Episode,Global_Step,Reward,AoI_mean,CBR_mean,PDR_mean,Loss,Epsilon,Density
59.0,118000.0,-900927.5691803098,1092.442,0.0893,35.85,0.0,0.0,100.0
60.0,120000.0,-874650.435492795,1075.812,0.073,36.66,0.0,0.0,30.0
61.0,122000.0,-899868.0947827761,1092.442,0.0893,35.85,0.0,0.0,100.0
62.0,124000.0,-901979.0902892306,1075.812,0.073,36.66,0.0,0.0,30.0
63.0,126000.0,-961124.0820334208,1092.442,0.0893,35.85,0.0,0.0,100.0
64.0,128000.0,-929405.1533508748,1092.442,0.0893,35.85,0.0,0.0,100.0
65.0,130000.0,-967898.0069227528,1075.812,0.073,36.66,0.0,0.0,30.0
66.0,132000.0,-890597.5236537344,1075.812,0.073,36.66,0.0,0.0,30.0
67.0,134000.0,-893887.9286073196,1090.102,0.0882,35.8,0.0,0.0,50.0
68.0,136000.0,-884069.5354549756,1090.102,0.0882,35.8,0.0,0.0,50.0
69.0,138000.0,-885136.163108221,1075.812,0.073,36.66,0.0,0.0,30.0
70.0,140000.0,-898074.7924517926,1090.102,0.0882,35.8,0.0,0.0,50.0
71.0,142000.0,-948369.436457356,1075.812,0.073,36.66,0.0,0.0,30.0
72.0,144000.0,-917512.3331844624,1075.812,0.073,36.66,0.0,0.0,30.0
73.0,146000.0,-861862.1667589068,1090.102,0.0882,35.8,0.0,0.0,50.0
74.0,148000.0,-914930.3026700068,1092.442,0.0893,35.85,0.0,0.0,100.0
75.0,150000.0,-918942.8554278032,1075.812,0.073,36.66,0.0,0.0,30.0
76.0,152000.0,-896515.3819308094,1092.442,0.0893,35.85,0.0,0.0,100.0
77.0,154000.0,-855118.5968647918,1090.102,0.0882,35.8,0.0,0.0,50.0
78.0,156000.0,-879643.3740116415,1092.442,0.0893,35.85,0.0,0.0,100.0
79.0,158000.0,-855405.9642386214,1075.812,0.073,36.66,0.0,0.0,30.0
80.0,160000.0,-852288.4689100205,1092.442,0.0893,35.85,0.0,0.0,100.0
81.0,162000.0,-938752.1088857624,1075.812,0.073,36.66,0.0,0.0,30.0
82.0,164000.0,-864269.94426018,1090.102,0.0882,35.8,0.0,0.0,50.0
83.0,166000.0,-885923.8577350721,1075.812,0.073,36.66,0.0,0.0,30.0
84.0,168000.0,-914412.6823447782,1092.442,0.0893,35.85,0.0,0.0,100.0
85.0,170000.0,-894902.6798838272,1075.812,0.073,36.66,0.0,0.0,30.0
86.0,172000.0,-870387.8763375003,1075.812,0.073,36.66,0.0,0.0,30.0
87.0,174000.0,-879235.7948859383,1092.442,0.0893,35.85,0.0,0.0,100.0
88.0,176000.0,-882283.7301953593,1092.442,0.0893,35.85,0.0,0.0,100.0
89.0,178000.0,-850858.3597681617,1090.102,0.0882,35.8,0.0,0.0,50.0
90.0,180000.0,-948982.0356937454,1090.102,0.0882,35.8,0.0,0.0,50.0
91.0,182000.0,-876298.867849201,1090.102,0.0882,35.8,0.0,0.0,50.0
92.0,184000.0,-920342.6642473708,1090.102,0.0882,35.8,0.0,0.0,50.0
93.0,186000.0,-926425.159230746,1092.442,0.0893,35.85,0.0,0.0,100.0
94.0,188000.0,-917325.0988720304,1092.442,0.0893,35.85,0.0,0.0,100.0
95.0,190000.0,-842648.8853423737,1075.812,0.073,36.66,0.0,0.0,30.0
96.0,192000.0,-903561.021864268,1075.812,0.073,36.66,0.0,0.0,30.0
97.0,194000.0,-930728.1345452772,1075.812,0.073,36.66,0.0,0.0,30.0
98.0,196000.0,-876643.8150691189,1075.812,0.073,36.66,0.0,0.0,30.0
99.0,198000.0,-898485.5502175997,1092.442,0.0893,35.85,0.0,0.0,100.0
100.0,200000.0,-900861.8028193462,1092.442,0.0893,35.85,0.0,0.0,100.0
