Episode,Global_Step,Reward,AoI_mean,CBR_mean,PDR_mean,Loss,Epsilon,Density
42.0,84000.0,-933288.978288824,146.652,0.0893,91.67,0.0,0.0,100.0
43.0,86000.0,-955856.9569499588,138.268,0.073,93.0,0.0,0.0,30.0
44.0,88000.0,-959478.962805398,138.268,0.073,93.0,0.0,0.0,30.0
45.0,90000.0,-948860.6041396176,138.268,0.073,93.0,0.0,0.0,30.0
46.0,92000.0,-929456.9377543523,145.508,0.0882,91.76,0.0,0.0,50.0
47.0,94000.0,-926720.967950368,138.268,0.073,93.0,0.0,0.0,30.0
48.0,96000.0,-887315.5656258024,138.268,0.073,93.0,0.0,0.0,30.0
49.0,98000.0,-912834.295717502,138.268,0.073,93.0,0.0,0.0,30.0
50.0,100000.0,-953039.2981068168,145.508,0.0882,91.76,0.0,0.0,50.0
51.0,102000.0,-911298.6451061968,145.508,0.0882,91.76,0.0,0.0,50.0
52.0,104000.0,-914145.9286329076,146.652,0.0893,91.67,0.0,0.0,100.0
53.0,106000.0,-895911.886198653,146.652,0.0893,91.67,0.0,0.0,100.0
54.0,108000.0,-960331.478167395,145.508,0.0882,91.76,0.0,0.0,50.0
55.0,110000.0,-947215.734229136,138.268,0.073,93.0,0.0,0.0,30.0
56.0,112000.0,-935474.2489609572,145.508,0.0882,91.76,0.0,0.0,50.0
57.0,114000.0,-923534.9717768166,145.508,0.0882,91.76,0.0,0.0,50.0
58.0,116000.0,-866914.2179782997,138.268,0.073,93.0,0.0,0.0,30.0
59.0,118000.0,-906464.1634000296,146.652,0.0893,91.67,0.0,0.0,100.0
60.0,120000.0,-880656.3028725111,138.268,0.073,93.0,0.0,0.0,30.0
61.0,122000.0,-905725.2037672568,146.652,0.0893,91.67,0.0,0.0,100.0
62.0,124000.0,-908313.2509623468,138.268,0.073,93.0,0.0,0.0,30.0
63.0,126000.0,-968120.8922755588,146.652,0.0893,91.67,0.0,0.0,100.0
64.0,128000.0,-936268.3909992884,146.652,0.0893,91.67,0.0,0.0,100.0
65.0,130000.0,-975290.150593087,138.268,0.073,93.0,0.0,0.0,30.0
66.0,132000.0,-897289.7846470382,138.268,0.073,93.0,0.0,0.0,30.0
67.0,134000.0,-900830.24931179,145.508,0.0882,91.76,0.0,0.0,50.0
68.0,136000.0,-891242.6811821893,145.508,0.0882,91.76,0.0,0.0,50.0
69.0,138000.0,-891950.2277437703,138.268,0.073,93.0,0.0,0.0,30.0
70.0,140000.0,-905299.9727400704,145.508,0.0882,91.76,0.0,0.0,50.0
71.0,142000.0,-956262.335911692,138.268,0.073,93.0,0.0,0.0,30.0
72.0,144000.0,-925188.9139454416,138.268,0.073,93.0,0.0,0.0,30.0
73.0,146000.0,-868834.8285294505,145.508,0.0882,91.76,0.0,0.0,50.0
74.0,148000.0,-922653.5408427742,146.652,0.0893,91.67,0.0,0.0,100.0
75.0,150000.0,-926122.3875430868,138.268,0.073,93.0,0.0,0.0,30.0
76.0,152000.0,-904144.7937445696,146.652,0.0893,91.67,0.0,0.0,100.0
77.0,154000.0,-862449.8848963083,145.508,0.0882,91.76,0.0,0.0,50.0
78.0,156000.0,-886289.7470587728,146.652,0.0893,91.67,0.0,0.0,100.0
79.0,158000.0,-861523.2719599622,138.268,0.073,93.0,0.0,0.0,30.0
80.0,160000.0,-859418.3409902339,146.652,0.0893,91.67,0.0,0.0,100.0
81.0,162000.0,-945902.6190559692,138.268,0.073,93.0,0.0,0.0,30.0
82.0,164000.0,-870606.7373712952,145.508,0.0882,91.76,0.0,0.0,50.0
83.0,166000.0,-893847.9819649797,138.268,0.073,93.0,0.0,0.0,30.0
84.0,168000.0,-922458.761294776,146.652,0.0893,91.67,0.0,0.0,100.0
85.0,170000.0,-902630.6336890678,138.268,0.073,93.0,0.0,0.0,30.0
86.0,172000.0,-878112.007798304,138.268,0.073,93.0,0.0,0.0,30.0
87.0,174000.0,-886079.4073200263,146.652,0.0893,91.67,0.0,0.0,100.0
88.0,176000.0,-889076.3916501452,146.652,0.0893,91.67,0.0,0.0,100.0
89.0,178000.0,-857308.9385172562,145.508,0.0882,91.76,0.0,0.0,50.0
90.0,180000.0,-957538.238656904,145.508,0.0882,91.76,0.0,0.0,50.0
91.0,182000.0,-884566.1620724126,145.508,0.0882,91.76,0.0,0.0,50.0
92.0,184000.0,-929067.7171743436,145.508,0.0882,91.76,0.0,0.0,50.0
93.0,186000.0,-935207.7333603904,146.652,0.0893,91.67,0.0,0.0,100.0
94.0,188000.0,-925800.96829649,146.652,0.0893,91.67,0.0,0.0,100.0
95.0,190000.0,-850172.8261289538,138.268,0.073,93.0,0.0,0.0,30.0
96.0,192000.0,-912257.4403846276,138.268,0.073,93.0,0.0,0.0,30.0
97.0,194000.0,-938544.9147958562,138.268,0.073,93.0,0.0,0.0,30.0
98.0,196000.0,-883763.0141235936,138.268,0.073,93.0,0.0,0.0,30.0
99.0,198000.0,-906427.6596441948,146.652,0.0893,91.67,0.0,0.0,100.0
100.0,200000.0,-908821.050408758,146.652,0.0893,91.67,0.0,0.0,100.0
