Episode,Global_Step,Reward,AoI_mean,CBR_mean,PDR_mean,Loss,Epsilon,Density
52,104000,-906251.7469414956,494.389,0.0291,95.22,0.0,0.0,100
53,106000,-895874.2272619213,494.389,0.0291,95.22,0.0,0.0,100
54,108000,-949706.2519339316,494.797,0.0285,95.5,0.0,0.0,50
55,110000,-1051586.7499212488,492.916,0.0228,96.61,0.0,0.0,30
56,112000,-946766.2733366232,494.797,0.0285,95.5,0.0,0.0,50
57,114000,-913627.1722667052,494.797,0.0285,95.5,0.0,0.0,50
58,116000,-862756.5275401577,492.916,0.0228,96.61,0.0,0.0,30
59,118000,-1002183.9538494442,494.389,0.0291,95.22,0.0,0.0,100
60,120000,-873300.2276286003,492.916,0.0228,96.61,0.0,0.0,30
61,122000,-896341.0683276496,494.389,0.0291,95.22,0.0,0.0,100
62,124000,-1004186.9429546538,492.916,0.0228,96.61,0.0,0.0,30
63,126000,-958067.3949607316,494.389,0.0291,95.22,0.0,0.0,100
64,128000,-952852.2390588692,494.389,0.0291,95.22,0.0,0.0,100
65,130000,-1074538.0125856758,492.916,0.0228,96.61,0.0,0.0,30
66,132000,-887614.9151993344,492.916,0.0228,96.61,0.0,0.0,30
67,134000,-936755.2981065396,494.797,0.0285,95.5,0.0,0.0,50
68,136000,-883930.4092610286,494.797,0.0285,95.5,0.0,0.0,50
69,138000,-882479.2610675844,492.916,0.0228,96.61,0.0,0.0,30
70,140000,-895435.5318561881,494.797,0.0285,95.5,0.0,0.0,50
71,142000,-945728.4627221336,492.916,0.0228,96.61,0.0,0.0,30
72,144000,-962790.7628362369,492.916,0.0228,96.61,0.0,0.0,30
73,146000,-859754.6374027302,494.797,0.0285,95.5,0.0,0.0,50
74,148000,-1013649.7951787746,494.389,0.0291,95.22,0.0,0.0,100
75,150000,-918149.9868189424,492.916,0.0228,96.61,0.0,0.0,30
76,152000,-894463.251873096,494.389,0.0291,95.22,0.0,0.0,100
77,154000,-853083.1368501392,494.797,0.0285,95.5,0.0,0.0,50
78,156000,-921727.0924391364,494.389,0.0291,95.22,0.0,0.0,100
79,158000,-894933.8548078,492.916,0.0228,96.61,0.0,0.0,30
80,160000,-857138.119154666,494.389,0.0291,95.22,0.0,0.0,100
81,162000,-1048475.380308104,492.916,0.0228,96.61,0.0,0.0,30
82,164000,-867293.0806004858,494.797,0.0285,95.5,0.0,0.0,50
83,166000,-885315.6881234895,492.916,0.0228,96.61,0.0,0.0,30
84,168000,-960849.064897864,494.389,0.0291,95.22,0.0,0.0,100
85,170000,-894438.1926180254,492.916,0.0228,96.61,0.0,0.0,30
86,172000,-870966.5909629529,492.916,0.0228,96.61,0.0,0.0,30
87,174000,-877834.7020635657,494.389,0.0291,95.22,0.0,0.0,100
88,176000,-881155.2646484742,494.389,0.0291,95.22,0.0,0.0,100
89,178000,-849564.3113114763,494.797,0.0285,95.5,0.0,0.0,50
90,180000,-1060594.4664364867,494.797,0.0285,95.5,0.0,0.0,50
91,182000,-875625.082218023,494.797,0.0285,95.5,0.0,0.0,50
92,184000,-919555.530664864,494.797,0.0285,95.5,0.0,0.0,50
93,186000,-1036049.246566348,494.389,0.0291,95.22,0.0,0.0,100
94,188000,-948298.6790290138,494.389,0.0291,95.22,0.0,0.0,100
95,190000,-875501.3689529308,492.916,0.0228,96.61,0.0,0.0,30
96,192000,-946143.7450574812,492.916,0.0228,96.61,0.0,0.0,30
97,194000,-929576.9127981332,492.916,0.0228,96.61,0.0,0.0,30
98,196000,-877678.0380058313,492.916,0.0228,96.61,0.0,0.0,30
99,198000,-897346.411691558,494.389,0.0291,95.22,0.0,0.0,100
100,200000,-899872.5559382795,494.389,0.0291,95.22,0.0,0.0,100
