address_name,category_group_code,category_group_name,category_name,distance,id,phone,place_name,place_url,road_address_name,x,y
충북 청주시 서원구 사창동 246-12,FD6,음식점,"음식점 > 일식 > 돈까스,우동",466,8797443,043-274-1343,김아저씨돈까스,http://place.map.kakao.com/8797443,충북 청주시 서원구 사직대로185번길 47,127.46804005514115,36.63768188777274
충북 청주시 서원구 사직동 558-26,FD6,음식점,"음식점 > 일식 > 돈까스,우동",128,2059354348,043-277-8230,도니수제돈까스,http://place.map.kakao.com/2059354348,충북 청주시 서원구 호국로 99,127.476237808505,36.6368654174118
충북 청주시 상당구 북문로2가 54-2,FD6,음식점,"음식점 > 일식 > 돈까스,우동 > 온정돈까스",480,1841247567,0507-1455-1008,온정돈까스 청주성안길점,http://place.map.kakao.com/1841247567,충북 청주시 상당구 사직대로 371,127.488667401255,36.637094431509
충북 청주시 상당구 북문로2가 80-8,FD6,음식점,"음식점 > 일식 > 돈까스,우동",363,1186524723,,중앙로파돈까스,http://place.map.kakao.com/1186524723,충북 청주시 상당구 상당로115번길 39,127.48782692071728,36.63839369804407
충북 청주시 상당구 북문로2가 106-8,FD6,음식점,"음식점 > 일식 > 돈까스,우동",253,9696343,043-223-7456,개미분식,http://place.map.kakao.com/9696343,충북 청주시 상당구 사직대로361번길 54-11,127.488003538207,36.6394490964155
충북 청주시 상당구 북문로2가 116-23,FD6,음식점,음식점 > 분식,292,1687875909,043-221-5779,미소로수제돈가스,http://place.map.kakao.com/1687875909,충북 청주시 상당구 상당로 118-1,127.490340974793,36.6388132147952
충북 청주시 흥덕구 봉명동 168-6,FD6,음식점,"음식점 > 일식 > 돈까스,우동 > 우쿠야",494,1046987721,,우쿠야 청주본점,http://place.map.kakao.com/1046987721,충북 청주시 흥덕구 직지대로568번길 7,127.456117530315,36.6428636639789
충북 청주시 흥덕구 봉명동 892,FD6,음식점,"음식점 > 일식 > 돈까스,우동",363,1506399904,043-235-0991,엄청난돈까스,http://place.map.kakao.com/1506399904,충북 청주시 흥덕구 1순환로 581,127.461476190781,36.6411939612811
충북 청주시 흥덕구 봉명동 1822,FD6,음식점,"음식점 > 일식 > 돈까스,우동",361,1760447885,043-273-9672,짱돈까스,http://place.map.kakao.com/1760447885,충북 청주시 흥덕구 1순환로 550,127.462777694315,36.6439833108965
충북 청주시 흥덕구 봉명동 1877,FD6,음식점,"음식점 > 일식 > 돈까스,우동",257,16307568,043-233-1642,신우동 본점,http://place.map.kakao.com/16307568,충북 청주시 흥덕구 백봉로 170,127.454439170551,36.6491626547451
충북 청주시 흥덕구 봉명동 2749-2,FD6,음식점,"음식점 > 일식 > 돈까스,우동",124,16742453,043-268-7171,뽀뚜루까아저씨 청주봉명점,http://place.map.kakao.com/16742453,충북 청주시 흥덕구 덕암로108번길 53,127.459728639165,36.6502597557485
충북 청주시 흥덕구 봉명동 2686,FD6,음식점,"음식점 > 일식 > 돈까스,우동 > 금화왕돈까스",422,200901322,043-263-3004,금화왕돈까스 청주봉명점,http://place.map.kakao.com/200901322,충북 청주시 흥덕구 백봉로 231,127.461401686245,36.6495125604916
충북 청주시 흥덕구 봉명동 2848,FD6,음식점,"음식점 > 일식 > 돈까스,우동",235,1684220708,,한신우동 청주봉명점,http://place.map.kakao.com/1684220708,충북 청주시 흥덕구 백봉로197번길 17,127.45730729844024,36.650235734435064
충북 청주시 흥덕구 봉명동 2741,FD6,음식점,"음식점 > 일식 > 돈까스,우동 > 깡우동",221,1012952035,,깡우동 청주봉명점,http://place.map.kakao.com/1012952035,충북 청주시 흥덕구 백봉로197번길 16,127.45767969977,36.6500459685771
충북 청주시 흥덕구 운천동 1393,FD6,음식점,"음식점 > 일식 > 돈까스,우동",331,1791892114,,늘수제돈까스,http://place.map.kakao.com/1791892114,충북 청주시 흥덕구 흥덕로161번길 8-2,127.476617930204,36.6484740255628
충북 청주시 청원구 우암동 338-15,FD6,음식점,"음식점 > 일식 > 돈까스,우동",412,1298842981,,돈미정,http://place.map.kakao.com/1298842981,충북 청주시 청원구 향군로31번길 26,127.485682737193,36.6480841693189
충북 청주시 청원구 우암동 324-6,FD6,음식점,"음식점 > 일식 > 돈까스,우동",271,25615707,043-255-1855,고가네왕돈까스만두,http://place.map.kakao.com/25615707,충북 청주시 청원구 중앙로 135-2,127.487779858188,36.649373222247
충북 청주시 상당구 수동 88-2,FD6,음식점,"음식점 > 일식 > 돈까스,우동",122,1233130163,043-224-2332,영광이네,http://place.map.kakao.com/1233130163,충북 청주시 상당구 수암로 43,127.49418081775357,36.646173072537174
충북 청주시 청원구 우암동 20-3,FD6,음식점,"음식점 > 일식 > 돈까스,우동",200,14106890,043-222-0076,자연을담은돈까스 본점,http://place.map.kakao.com/14106890,충북 청주시 청원구 수암로88번길 6-1,127.49401540607221,36.65003958973685
충북 청주시 청원구 우암동 20-11,FD6,음식점,"음식점 > 일식 > 돈까스,우동",145,1355058428,043-222-2371,봉득식당,http://place.map.kakao.com/1355058428,충북 청주시 청원구 수암로88번길 15,127.494438191955,36.6503982858918
충북 청주시 흥덕구 봉명동 2773,FD6,음식점,"음식점 > 일식 > 돈까스,우동",454,351432577,043-266-3966,청주우동,http://place.map.kakao.com/351432577,충북 청주시 흥덕구 덕암로 26,127.456892309376,36.6528713211748
충북 청주시 청원구 우암동 323-19,FD6,음식점,"음식점 > 일식 > 돈까스,우동",233,21552647,0507-1419-8914,아지트,http://place.map.kakao.com/21552647,충북 청주시 청원구 직지대로 874-4,127.487151728134,36.6504967936228
충북 청주시 청원구 우암동 236-14,FD6,음식점,"음식점 > 일식 > 돈까스,우동",78,1861444272,010-7599-5407,길동우동 청주대점,http://place.map.kakao.com/1861444272,충북 청주시 청원구 상당로 255,127.488699231854,36.651160892447
충북 청주시 청원구 내덕동 41-3,FD6,음식점,"음식점 > 일식 > 돈까스,우동",380,2024880798,,86카츠,http://place.map.kakao.com/2024880798,충북 청주시 청원구 상당로302번길 117-1,127.493913676176,36.6531975557219
충북 청주시 청원구 내덕동 166-12,FD6,음식점,"음식점 > 일식 > 돈까스,우동",473,177238269,,대머리돈까스,http://place.map.kakao.com/177238269,충북 청주시 청원구 안덕벌로 26,127.491382480161,36.6573730250574
충북 청주시 청원구 내덕동 201-1,FD6,음식점,"음식점 > 일식 > 돈까스,우동",406,1216098325,0502-5552-9730,김추일수제돈까스 원더아리아점,http://place.map.kakao.com/1216098325,충북 청주시 청원구 상당로 314,127.490983092432,36.6562996300105
충북 청주시 청원구 내덕동 121-2,FD6,음식점,"음식점 > 일식 > 돈까스,우동",342,699497804,043-211-9939,안덕벌돈까스,http://place.map.kakao.com/699497804,충북 청주시 청원구 안덕벌로 64,127.495508666862,36.6582876938762
충북 청주시 청원구 내덕동 610-34,FD6,음식점,"음식점 > 일식 > 돈까스,우동",405,959404509,043-211-2025,돈까스나라 본점,http://place.map.kakao.com/959404509,충북 청주시 청원구 새터로120번길 4,127.47900860037036,36.66106758029886
충북 청주시 청원구 율량동 1586,FD6,음식점,"음식점 > 일식 > 돈까스,우동",237,1610896349,043-213-5525,소가담,http://place.map.kakao.com/1610896349,충북 청주시 청원구 사뜸로18번길 4,127.483506800651,36.6642267691624
충북 청주시 청원구 율량동 2034,FD6,음식점,"음식점 > 일식 > 돈까스,우동 > 한신우동",489,2071153549,070-8698-0209,한신우동 율량점,http://place.map.kakao.com/2071153549,충북 청주시 청원구 율량로202번길 40-1,127.496282969202,36.6651348147115
충북 청주시 청원구 율량동 2041,FD6,음식점,"음식점 > 일식 > 돈까스,우동",409,919769230,,행복한우동가게 율량점,http://place.map.kakao.com/919769230,충북 청주시 청원구 율량로190번길 31,127.497023724152,36.6656994334681
충북 청주시 청원구 율량동 2059,FD6,음식점,"음식점 > 일식 > 돈까스,우동 > 깡우동",455,330314116,,깡우동 청주율량,http://place.map.kakao.com/330314116,충북 청주시 청원구 율량로202번길 36,127.496783609463,36.6648876219187
충북 청주시 청원구 율량동 2064,FD6,음식점,"음식점 > 일식 > 돈까스,우동",357,1857658028,,혼시츠,http://place.map.kakao.com/1857658028,충북 청주시 청원구 율량로202번길 14,127.497938330378,36.6649467795527
충북 청주시 청원구 율량동 2176,FD6,음식점,"음식점 > 일식 > 돈까스,우동",300,1334839319,043-266-0076,미아리우동집 청주율량점,http://place.map.kakao.com/1334839319,충북 청주시 청원구 율량로 199,127.4989396857865,36.664639811360125
충북 청주시 흥덕구 송절동 691,FD6,음식점,"음식점 > 일식 > 돈까스,우동 > 오유미당",301,704663339,043-903-8300,오유미당 청주테크노폴리스점,http://place.map.kakao.com/704663339,충북 청주시 흥덕구 송화로150번길 7-3,127.450294259683,36.6656077315163
충북 청주시 흥덕구 문암동 237,FD6,음식점,"음식점 > 일식 > 돈까스,우동",277,2051198407,010-7442-5869,문암리면담소,http://place.map.kakao.com/2051198407,충북 청주시 흥덕구 송화로183번길 8-5,127.452715407065,36.6689543416779
충북 청주시 청원구 율량동 1301,FD6,음식점,"음식점 > 일식 > 돈까스,우동 > 미소야",227,1722719133,043-215-0808,미소야 청주사천점,http://place.map.kakao.com/1722719133,충북 청주시 청원구 율봉로 106,127.481203197405,36.6671953898633
충북 청주시 청원구 율량동 832-6,FD6,음식점,"음식점 > 일식 > 돈까스,우동",207,2079365792,043-214-0008,돈나의부엌,http://place.map.kakao.com/2079365792,충북 청주시 청원구 율봉로187번길 13,127.489950768498,36.669532382068
충북 청주시 청원구 율량동 825-5,FD6,음식점,"음식점 > 일식 > 돈까스,우동",143,1478362457,043-211-0408,라임스토리 율량본점,http://place.map.kakao.com/1478362457,충북 청주시 청원구 율봉로175번길 30,127.489117722556,36.6701134261938
충북 청주시 청원구 율량동 835,FD6,음식점,"음식점 > 일식 > 돈까스,우동",149,27526255,043-214-3492,쌍문동돈까스 청주본점,http://place.map.kakao.com/27526255,충북 청주시 청원구 율봉로185번길 16,127.48997095210011,36.67006936837286
충북 청주시 청원구 율량동 873-6,FD6,음식점,"음식점 > 일식 > 돈까스,우동",463,17274279,043-217-5212,헬로오니기리,http://place.map.kakao.com/17274279,충북 청주시 청원구 율봉로 203,127.49166517261823,36.66858544532447
충북 청주시 청원구 율량동 807-3,FD6,음식점,"음식점 > 일식 > 돈까스,우동",199,21450057,043-212-2477,서대골우동,http://place.map.kakao.com/21450057,충북 청주시 청원구 율봉로167번길 36-1,127.48771852870952,36.67032281829931
충북 청주시 청원구 율량동 2038,FD6,음식점,"음식점 > 일식 > 돈까스,우동",455,175987899,,카마타케제면소 율량점,http://place.map.kakao.com/175987899,충북 청주시 청원구 율량로190번길 41,127.49647655982253,36.66584409312064
충북 청주시 청원구 주성동 349,FD6,음식점,"음식점 > 일식 > 돈까스,우동",450,744857648,,타다시제면소,http://place.map.kakao.com/744857648,충북 청주시 청원구 주성로 273,127.4965854540662,36.67060607419628
충북 청주시 청원구 주성동 352,FD6,음식점,"음식점 > 일식 > 돈까스,우동",398,380527692,043-213-3658,참참,http://place.map.kakao.com/380527692,충북 청주시 청원구 주성로279번길 17,127.497102055709,36.6709220152737
충북 청주시 청원구 주성동 342,FD6,음식점,"음식점 > 일식 > 돈까스,우동 > 미소야",456,1043716196,043-211-0067,미소야 청주율량점,http://place.map.kakao.com/1043716196,충북 청주시 청원구 충청대로 176,127.496450035898,36.6718150441484
충북 청주시 청원구 주성동 339,FD6,음식점,"음식점 > 일식 > 돈까스,우동 > 동백카츠",491,1186891465,0507-1437-1703,동백카츠 율량점,http://place.map.kakao.com/1186891465,충북 청주시 청원구 율량로 100,127.496959672638,36.672090464261
충북 청주시 청원구 주성동 422,FD6,음식점,"음식점 > 일식 > 돈까스,우동 > 오유미당",331,1353302501,,오유미당 청주율량점,http://place.map.kakao.com/1353302501,충북 청주시 청원구 율량로138번길 42-1,127.49783360675124,36.67109017274078
