scenario,algorithm,density,pred_error_pct,gamma,tau_max,seed,CHR,CDSR,AoI_violation_rate,PCO,RLBI
A,Nam2025,1,0,1.0,5,43,0.496323,0.019269,0.013111,0.95,0.906889
A,Nam2025,1,0,1.0,5,44,0.470848,0.011749,0.014038,0.95,0.904036
A,Youn2026,1,0,1.0,5,42,0.501775,0.018563,0.009481,1.05,0.908887
A,Youn2026,1,0,1.0,5,43,0.518202,0.019926,0.011111,1.05,0.916889
A,Youn2026,1,0,1.0,5,44,0.492727,0.012405,0.012038,1.05,0.914036
A,V2I-Base,1,0,1.0,5,42,0.518184,0.014989,0.024481,1.0,1.0
A,V2I-Base,1,0,1.0,5,43,0.534611,0.019483,0.026111,1.0,1.0
A,V2I-Base,1,0,1.0,5,44,0.509136,0.017292,0.027038,1.0,1.0
A,V2V-Base,1,0,1.0,5,42,0.436138,0.016594,0.029308,0.85,0.848887
A,V2V-Base,1,0,1.0,5,43,0.452565,0.017957,0.031481,0.85,0.856889
A,V2V-Base,1,0,1.0,5,44,0.42709,0.010436,0.032717,0.85,0.854036
A,Random-K,1,0,1.0,5,42,0.105937,0.00254,0.079443,0.5,0.535099
A,Random-K,1,0,1.0,5,43,0.1168,0.0,0.083444,0.5,0.543796
A,Random-K,1,0,1.0,5,44,0.12298,0.003878,0.082018,0.5,0.476234
A,RILP,1,0,2.0,5,42,0.545533,0.019876,0.000827,1.0,0.948887
A,RILP,1,0,2.0,5,43,0.56196,0.021238,0.00137,1.0,0.956889
A,RILP,1,0,2.0,5,44,0.536485,0.013718,0.001679,1.0,0.954036
A,RILP-Greedy,1,0,2.0,5,42,0.529124,0.019384,0.001327,1.0,0.938887
A,RILP-Greedy,1,0,2.0,5,43,0.545551,0.020746,0.00187,1.0,0.946889
A,RILP-Greedy,1,0,2.0,5,44,0.520076,0.013226,0.002179,1.0,0.944036
A,Nam2023b,1,0,2.0,5,42,0.490836,0.018235,0.014481,0.9,0.878887
A,Nam2023b,1,0,2.0,5,43,0.507263,0.019597,0.016111,0.9,0.886889
A,Nam2023b,1,0,2.0,5,44,0.481787,0.012077,0.017038,0.9,0.884036
A,Nam2025,1,0,2.0,5,42,0.479896,0.017907,0.011481,0.95,0.898887
A,Nam2025,1,0,2.0,5,43,0.496323,0.019269,0.013111,0.95,0.906889
A,Nam2025,1,0,2.0,5,44,0.470848,0.011749,0.014038,0.95,0.904036
A,Youn2026,1,0,2.0,5,42,0.501775,0.018563,0.009481,1.05,0.908887
A,Youn2026,1,0,2.0,5,43,0.518202,0.019926,0.011111,1.05,0.916889
A,Youn2026,1,0,2.0,5,44,0.492727,0.012405,0.012038,1.05,0.914036
A,V2I-Base,1,0,2.0,5,42,0.518184,0.014989,0.024481,1.0,1.0
A,V2I-Base,1,0,2.0,5,43,0.534611,0.019483,0.026111,1.0,1.0
A,V2I-Base,1,0,2.0,5,44,0.509136,0.017292,0.027038,1.0,1.0
A,V2V-Base,1,0,2.0,5,42,0.436138,0.016594,0.029308,0.85,0.848887
A,V2V-Base,1,0,2.0,5,43,0.452565,0.017957,0.031481,0.85,0.856889
A,V2V-Base,1,0,2.0,5,44,0.42709,0.010436,0.032717,0.85,0.854036
A,Random-K,1,0,2.0,5,42,0.105937,0.00254,0.079443,0.5,0.535099
A,Random-K,1,0,2.0,5,43,0.1168,0.0,0.083444,0.5,0.543796
A,Random-K,1,0,2.0,5,44,0.12298,0.003878,0.082018,0.5,0.476234
A,RILP,1,0,3.0,5,42,0.545533,0.019876,0.000662,1.0,0.948887
A,RILP,1,0,3.0,5,43,0.56196,0.021238,0.001096,1.0,0.956889
A,RILP,1,0,3.0,5,44,0.536485,0.013718,0.001343,1.0,0.954036
A,RILP-Greedy,1,0,3.0,5,42,0.529124,0.019384,0.001062,1.0,0.938887
A,RILP-Greedy,1,0,3.0,5,43,0.545551,0.020746,0.001496,1.0,0.946889
A,RILP-Greedy,1,0,3.0,5,44,0.520076,0.013226,0.001743,1.0,0.944036
A,Nam2023b,1,0,3.0,5,42,0.490836,0.018235,0.014481,0.9,0.878887
A,Nam2023b,1,0,3.0,5,43,0.507263,0.019597,0.016111,0.9,0.886889
A,Nam2023b,1,0,3.0,5,44,0.481787,0.012077,0.017038,0.9,0.884036
A,Nam2025,1,0,3.0,5,42,0.479896,0.017907,0.011481,0.95,0.898887
A,Nam2025,1,0,3.0,5,43,0.496323,0.019269,0.013111,0.95,0.906889
A,Nam2025,1,0,3.0,5,44,0.470848,0.011749,0.014038,0.95,0.904036
A,Youn2026,1,0,3.0,5,42,0.501775,0.018563,0.009481,1.05,0.908887
A,Youn2026,1,0,3.0,5,43,0.518202,0.019926,0.011111,1.05,0.916889
A,Youn2026,1,0,3.0,5,44,0.492727,0.012405,0.012038,1.05,0.914036
A,V2I-Base,1,0,3.0,5,42,0.518184,0.014989,0.024481,1.0,1.0
A,V2I-Base,1,0,3.0,5,43,0.534611,0.019483,0.026111,1.0,1.0
A,V2I-Base,1,0,3.0,5,44,0.509136,0.017292,0.027038,1.0,1.0
A,V2V-Base,1,0,3.0,5,42,0.436138,0.016594,0.029308,0.85,0.848887
A,V2V-Base,1,0,3.0,5,43,0.452565,0.017957,0.031481,0.85,0.856889
A,V2V-Base,1,0,3.0,5,44,0.42709,0.010436,0.032717,0.85,0.854036
A,Random-K,1,0,3.0,5,42,0.105937,0.00254,0.079443,0.5,0.535099
A,Random-K,1,0,3.0,5,43,0.1168,0.0,0.083444,0.5,0.543796
A,Random-K,1,0,3.0,5,44,0.12298,0.003878,0.082018,0.5,0.476234
A,RILP,1,10,0.0,5,42,0.530533,0.019426,0.003654,1.01,0.948887
A,RILP,1,10,0.0,5,43,0.54696,0.020788,0.004741,1.01,0.956889
A,RILP,1,10,0.0,5,44,0.521485,0.013268,0.005359,1.01,0.954036
A,RILP-Greedy,1,10,0.0,5,42,0.512624,0.018889,0.004854,1.012,0.938887
A,RILP-Greedy,1,10,0.0,5,43,0.529051,0.020251,0.005941,1.012,0.946889
A,RILP-Greedy,1,10,0.0,5,44,0.503576,0.012731,0.006559,1.012,0.944036
A,Nam2023b,1,10,0.0,5,42,0.478836,0.017875,0.018481,0.9,0.878887
A,Nam2023b,1,10,0.0,5,43,0.495263,0.019237,0.020111,0.9,0.886889
A,Nam2023b,1,10,0.0,5,44,0.469787,0.011717,0.021038,0.9,0.884036
A,Nam2025,1,10,0.0,5,42,0.464896,0.017457,0.015281,0.95,0.898887
A,Nam2025,1,10,0.0,5,43,0.481323,0.018819,0.016911,0.95,0.906889
A,Nam2025,1,10,0.0,5,44,0.455848,0.011299,0.017838,0.95,0.904036
A,Youn2026,1,10,0.0,5,42,0.488275,0.018158,0.012981,1.05,0.908887
A,Youn2026,1,10,0.0,5,43,0.504702,0.019521,0.014611,1.05,0.916889
A,Youn2026,1,10,0.0,5,44,0.479227,0.012,0.015538,1.05,0.914036
A,V2I-Base,1,10,0.0,5,42,0.512184,0.014809,0.030481,1.0,1.0
A,V2I-Base,1,10,0.0,5,43,0.528611,0.019303,0.032111,1.0,1.0
A,V2I-Base,1,10,0.0,5,44,0.503136,0.017112,0.033038,1.0,1.0
A,V2V-Base,1,10,0.0,5,42,0.427138,0.016324,0.036308,0.85,0.848887
A,V2V-Base,1,10,0.0,5,43,0.443565,0.017687,0.038481,0.85,0.856889
A,V2V-Base,1,10,0.0,5,44,0.41809,0.010166,0.039717,0.85,0.854036
A,Random-K,1,10,0.0,5,42,0.105937,0.00254,0.084443,0.5,0.535099
A,Random-K,1,10,0.0,5,43,0.1168,0.0,0.088444,0.5,0.543796
A,Random-K,1,10,0.0,5,44,0.12298,0.003878,0.087018,0.5,0.476234
A,RILP,1,10,1.0,5,42,0.530533,0.019426,0.002036,1.01,0.948887
A,RILP,1,10,1.0,5,43,0.54696,0.020788,0.00276,1.01,0.956889
A,RILP,1,10,1.0,5,44,0.521485,0.013268,0.003172,1.01,0.954036
A,RILP-Greedy,1,10,1.0,5,42,0.512624,0.018889,0.002825,1.012,0.938887
A,RILP-Greedy,1,10,1.0,5,43,0.529051,0.020251,0.00355,1.012,0.946889
A,RILP-Greedy,1,10,1.0,5,44,0.503576,0.012731,0.003962,1.012,0.944036
A,Nam2023b,1,10,1.0,5,42,0.478836,0.017875,0.018481,0.9,0.878887
A,Nam2023b,1,10,1.0,5,43,0.495263,0.019237,0.020111,0.9,0.886889
A,Nam2023b,1,10,1.0,5,44,0.469787,0.011717,0.021038,0.9,0.884036
A,Nam2025,1,10,1.0,5,42,0.464896,0.017457,0.015281,0.95,0.898887
A,Nam2025,1,10,1.0,5,43,0.481323,0.018819,0.016911,0.95,0.906889
A,Nam2025,1,10,1.0,5,44,0.455848,0.011299,0.017838,0.95,0.904036
A,Youn2026,1,10,1.0,5,42,0.488275,0.018158,0.012981,1.05,0.908887
A,Youn2026,1,10,1.0,5,43,0.504702,0.019521,0.014611,1.05,0.916889
A,Youn2026,1,10,1.0,5,44,0.479227,0.012,0.015538,1.05,0.914036
A,V2I-Base,1,10,1.0,5,42,0.512184,0.014809,0.030481,1.0,1.0
A,V2I-Base,1,10,1.0,5,43,0.528611,0.019303,0.032111,1.0,1.0
A,V2I-Base,1,10,1.0,5,44,0.503136,0.017112,0.033038,1.0,1.0
A,V2V-Base,1,10,1.0,5,42,0.427138,0.016324,0.036308,0.85,0.848887
A,V2V-Base,1,10,1.0,5,43,0.443565,0.017687,0.038481,0.85,0.856889
A,V2V-Base,1,10,1.0,5,44,0.41809,0.010166,0.039717,0.85,0.854036
A,Random-K,1,10,1.0,5,42,0.105937,0.00254,0.084443,0.5,0.535099
A,Random-K,1,10,1.0,5,43,0.1168,0.0,0.088444,0.5,0.543796
A,Random-K,1,10,1.0,5,44,0.12298,0.003878,0.087018,0.5,0.476234
A,RILP,1,10,2.0,5,42,0.530533,0.019426,0.001227,1.01,0.948887
A,RILP,1,10,2.0,5,43,0.54696,0.020788,0.00177,1.01,0.956889
A,RILP,1,10,2.0,5,44,0.521485,0.013268,0.002079,1.01,0.954036
A,RILP-Greedy,1,10,2.0,5,42,0.512624,0.018889,0.001811,1.012,0.938887
A,RILP-Greedy,1,10,2.0,5,43,0.529051,0.020251,0.002354,1.012,0.946889
A,RILP-Greedy,1,10,2.0,5,44,0.503576,0.012731,0.002663,1.012,0.944036
A,Nam2023b,1,10,2.0,5,42,0.478836,0.017875,0.018481,0.9,0.878887
A,Nam2023b,1,10,2.0,5,43,0.495263,0.019237,0.020111,0.9,0.886889
A,Nam2023b,1,10,2.0,5,44,0.469787,0.011717,0.021038,0.9,0.884036
A,Nam2025,1,10,2.0,5,42,0.464896,0.017457,0.015281,0.95,0.898887
A,Nam2025,1,10,2.0,5,43,0.481323,0.018819,0.016911,0.95,0.906889
A,Nam2025,1,10,2.0,5,44,0.455848,0.011299,0.017838,0.95,0.904036
A,Youn2026,1,10,2.0,5,42,0.488275,0.018158,0.012981,1.05,0.908887
A,Youn2026,1,10,2.0,5,43,0.504702,0.019521,0.014611,1.05,0.916889
A,Youn2026,1,10,2.0,5,44,0.479227,0.012,0.015538,1.05,0.914036
A,V2I-Base,1,10,2.0,5,42,0.512184,0.014809,0.030481,1.0,1.0
A,V2I-Base,1,10,2.0,5,43,0.528611,0.019303,0.032111,1.0,1.0
A,V2I-Base,1,10,2.0,5,44,0.503136,0.017112,0.033038,1.0,1.0
A,V2V-Base,1,10,2.0,5,42,0.427138,0.016324,0.036308,0.85,0.848887
A,V2V-Base,1,10,2.0,5,43,0.443565,0.017687,0.038481,0.85,0.856889
A,V2V-Base,1,10,2.0,5,44,0.41809,0.010166,0.039717,0.85,0.854036
A,Random-K,1,10,2.0,5,42,0.105937,0.00254,0.084443,0.5,0.535099
A,Random-K,1,10,2.0,5,43,0.1168,0.0,0.088444,0.5,0.543796
A,Random-K,1,10,2.0,5,44,0.12298,0.003878,0.087018,0.5,0.476234
A,RILP,1,10,3.0,5,42,0.530533,0.019426,0.000742,1.01,0.948887
A,RILP,1,10,3.0,5,43,0.54696,0.020788,0.001176,1.01,0.956889
A,RILP,1,10,3.0,5,44,0.521485,0.013268,0.001423,1.01,0.954036
A,RILP-Greedy,1,10,3.0,5,42,0.512624,0.018889,0.001202,1.012,0.938887
A,RILP-Greedy,1,10,3.0,5,43,0.529051,0.020251,0.001637,1.012,0.946889
A,RILP-Greedy,1,10,3.0,5,44,0.503576,0.012731,0.001884,1.012,0.944036
A,Nam2023b,1,10,3.0,5,42,0.478836,0.017875,0.018481,0.9,0.878887
A,Nam2023b,1,10,3.0,5,43,0.495263,0.019237,0.020111,0.9,0.886889
A,Nam2023b,1,10,3.0,5,44,0.469787,0.011717,0.021038,0.9,0.884036
A,Nam2025,1,10,3.0,5,42,0.464896,0.017457,0.015281,0.95,0.898887
A,Nam2025,1,10,3.0,5,43,0.481323,0.018819,0.016911,0.95,0.906889
A,Nam2025,1,10,3.0,5,44,0.455848,0.011299,0.017838,0.95,0.904036
A,Youn2026,1,10,3.0,5,42,0.488275,0.018158,0.012981,1.05,0.908887
A,Youn2026,1,10,3.0,5,43,0.504702,0.019521,0.014611,1.05,0.916889
A,Youn2026,1,10,3.0,5,44,0.479227,0.012,0.015538,1.05,0.914036
A,V2I-Base,1,10,3.0,5,42,0.512184,0.014809,0.030481,1.0,1.0
A,V2I-Base,1,10,3.0,5,43,0.528611,0.019303,0.032111,1.0,1.0
A,V2I-Base,1,10,3.0,5,44,0.503136,0.017112,0.033038,1.0,1.0
A,V2V-Base,1,10,3.0,5,42,0.427138,0.016324,0.036308,0.85,0.848887
A,V2V-Base,1,10,3.0,5,43,0.443565,0.017687,0.038481,0.85,0.856889
A,V2V-Base,1,10,3.0,5,44,0.41809,0.010166,0.039717,0.85,0.854036
A,Random-K,1,10,3.0,5,42,0.105937,0.00254,0.084443,0.5,0.535099
A,Random-K,1,10,3.0,5,43,0.1168,0.0,0.088444,0.5,0.543796
A,Random-K,1,10,3.0,5,44,0.12298,0.003878,0.087018,0.5,0.476234
A,RILP,1,20,0.0,5,42,0.515533,0.018976,0.005654,1.02,0.948887
A,RILP,1,20,0.0,5,43,0.53196,0.020338,0.006741,1.02,0.956889
A,RILP,1,20,0.0,5,44,0.506485,0.012818,0.007359,1.02,0.954036
A,RILP-Greedy,1,20,0.0,5,42,0.496124,0.018394,0.007054,1.024,0.938887
A,RILP-Greedy,1,20,0.0,5,43,0.512551,0.019756,0.008141,1.024,0.946889
A,RILP-Greedy,1,20,0.0,5,44,0.487076,0.012236,0.008759,1.024,0.944036
A,Nam2023b,1,20,0.0,5,42,0.466836,0.017515,0.022481,0.9,0.878887
A,Nam2023b,1,20,0.0,5,43,0.483263,0.018877,0.024111,0.9,0.886889
A,Nam2023b,1,20,0.0,5,44,0.457787,0.011357,0.025038,0.9,0.884036
A,Nam2025,1,20,0.0,5,42,0.449896,0.017007,0.019081,0.95,0.898887
A,Nam2025,1,20,0.0,5,43,0.466323,0.018369,0.020711,0.95,0.906889
A,Nam2025,1,20,0.0,5,44,0.440848,0.010849,0.021638,0.95,0.904036
A,Youn2026,1,20,0.0,5,42,0.474775,0.017753,0.016481,1.05,0.908887
A,Youn2026,1,20,0.0,5,43,0.491202,0.019116,0.018111,1.05,0.916889
A,Youn2026,1,20,0.0,5,44,0.465727,0.011595,0.019038,1.05,0.914036
A,V2I-Base,1,20,0.0,5,42,0.506184,0.014629,0.036481,1.0,1.0
A,V2I-Base,1,20,0.0,5,43,0.522611,0.019123,0.038111,1.0,1.0
A,V2I-Base,1,20,0.0,5,44,0.497136,0.016932,0.039038,1.0,1.0
A,V2V-Base,1,20,0.0,5,42,0.418138,0.016054,0.043308,0.85,0.848887
A,V2V-Base,1,20,0.0,5,43,0.434565,0.017417,0.045481,0.85,0.856889
A,V2V-Base,1,20,0.0,5,44,0.40909,0.009896,0.046717,0.85,0.854036
A,Random-K,1,20,0.0,5,42,0.105937,0.00254,0.089443,0.5,0.535099
A,Random-K,1,20,0.0,5,43,0.1168,0.0,0.093444,0.5,0.543796
A,Random-K,1,20,0.0,5,44,0.12298,0.003878,0.092018,0.5,0.476234
A,RILP,1,20,1.0,5,42,0.515533,0.018976,0.002969,1.02,0.948887
A,RILP,1,20,1.0,5,43,0.53196,0.020338,0.003694,1.02,0.956889
A,RILP,1,20,1.0,5,44,0.506485,0.012818,0.004106,1.02,0.954036
A,RILP-Greedy,1,20,1.0,5,42,0.496124,0.018394,0.003881,1.024,0.938887
A,RILP-Greedy,1,20,1.0,5,43,0.512551,0.019756,0.004606,1.024,0.946889
A,RILP-Greedy,1,20,1.0,5,44,0.487076,0.012236,0.005018,1.024,0.944036
A,Nam2023b,1,20,1.0,5,42,0.466836,0.017515,0.022481,0.9,0.878887
A,Nam2023b,1,20,1.0,5,43,0.483263,0.018877,0.024111,0.9,0.886889
A,Nam2023b,1,20,1.0,5,44,0.457787,0.011357,0.025038,0.9,0.884036
A,Nam2025,1,20,1.0,5,42,0.449896,0.017007,0.019081,0.95,0.898887
A,Nam2025,1,20,1.0,5,43,0.466323,0.018369,0.020711,0.95,0.906889
A,Nam2025,1,20,1.0,5,44,0.440848,0.010849,0.021638,0.95,0.904036
A,Youn2026,1,20,1.0,5,42,0.474775,0.017753,0.016481,1.05,0.908887
A,Youn2026,1,20,1.0,5,43,0.491202,0.019116,0.018111,1.05,0.916889
A,Youn2026,1,20,1.0,5,44,0.465727,0.011595,0.019038,1.05,0.914036
A,V2I-Base,1,20,1.0,5,42,0.506184,0.014629,0.036481,1.0,1.0
A,V2I-Base,1,20,1.0,5,43,0.522611,0.019123,0.038111,1.0,1.0
A,V2I-Base,1,20,1.0,5,44,0.497136,0.016932,0.039038,1.0,1.0
A,V2V-Base,1,20,1.0,5,42,0.418138,0.016054,0.043308,0.85,0.848887
A,V2V-Base,1,20,1.0,5,43,0.434565,0.017417,0.045481,0.85,0.856889
A,V2V-Base,1,20,1.0,5,44,0.40909,0.009896,0.046717,0.85,0.854036
A,Random-K,1,20,1.0,5,42,0.105937,0.00254,0.089443,0.5,0.535099
A,Random-K,1,20,1.0,5,43,0.1168,0.0,0.093444,0.5,0.543796
A,Random-K,1,20,1.0,5,44,0.12298,0.003878,0.092018,0.5,0.476234
A,RILP,1,20,2.0,5,42,0.515533,0.018976,0.001627,1.02,0.948887
A,RILP,1,20,2.0,5,43,0.53196,0.020338,0.00217,1.02,0.956889
A,RILP,1,20,2.0,5,44,0.506485,0.012818,0.002479,1.02,0.954036
A,RILP-Greedy,1,20,2.0,5,42,0.496124,0.018394,0.002295,1.024,0.938887
A,RILP-Greedy,1,20,2.0,5,43,0.512551,0.019756,0.002838,1.024,0.946889
A,RILP-Greedy,1,20,2.0,5,44,0.487076,0.012236,0.003147,1.024,0.944036
A,Nam2023b,1,20,2.0,5,42,0.466836,0.017515,0.022481,0.9,0.878887
A,Nam2023b,1,20,2.0,5,43,0.483263,0.018877,0.024111,0.9,0.886889
A,Nam2023b,1,20,2.0,5,44,0.457787,0.011357,0.025038,0.9,0.884036
A,Nam2025,1,20,2.0,5,42,0.449896,0.017007,0.019081,0.95,0.898887
A,Nam2025,1,20,2.0,5,43,0.466323,0.018369,0.020711,0.95,0.906889
A,Nam2025,1,20,2.0,5,44,0.440848,0.010849,0.021638,0.95,0.904036
A,Youn2026,1,20,2.0,5,42,0.474775,0.017753,0.016481,1.05,0.908887
A,Youn2026,1,20,2.0,5,43,0.491202,0.019116,0.018111,1.05,0.916889
A,Youn2026,1,20,2.0,5,44,0.465727,0.011595,0.019038,1.05,0.914036
A,V2I-Base,1,20,2.0,5,42,0.506184,0.014629,0.036481,1.0,1.0
A,V2I-Base,1,20,2.0,5,43,0.522611,0.019123,0.038111,1.0,1.0
A,V2I-Base,1,20,2.0,5,44,0.497136,0.016932,0.039038,1.0,1.0
A,V2V-Base,1,20,2.0,5,42,0.418138,0.016054,0.043308,0.85,0.848887
A,V2V-Base,1,20,2.0,5,43,0.434565,0.017417,0.045481,0.85,0.856889
A,V2V-Base,1,20,2.0,5,44,0.40909,0.009896,0.046717,0.85,0.854036
A,Random-K,1,20,2.0,5,42,0.105937,0.00254,0.089443,0.5,0.535099
A,Random-K,1,20,2.0,5,43,0.1168,0.0,0.093444,0.5,0.543796
A,Random-K,1,20,2.0,5,44,0.12298,0.003878,0.092018,0.5,0.476234
A,RILP,1,20,3.0,5,42,0.515533,0.018976,0.000822,1.02,0.948887
A,RILP,1,20,3.0,5,43,0.53196,0.020338,0.001256,1.02,0.956889
A,RILP,1,20,3.0,5,44,0.506485,0.012818,0.001503,1.02,0.954036
A,RILP-Greedy,1,20,3.0,5,42,0.496124,0.018394,0.001343,1.024,0.938887
A,RILP-Greedy,1,20,3.0,5,43,0.512551,0.019756,0.001778,1.024,0.946889
A,RILP-Greedy,1,20,3.0,5,44,0.487076,0.012236,0.002025,1.024,0.944036
A,Nam2023b,1,20,3.0,5,42,0.466836,0.017515,0.022481,0.9,0.878887
A,Nam2023b,1,20,3.0,5,43,0.483263,0.018877,0.024111,0.9,0.886889
A,Nam2023b,1,20,3.0,5,44,0.457787,0.011357,0.025038,0.9,0.884036
A,Nam2025,1,20,3.0,5,42,0.449896,0.017007,0.019081,0.95,0.898887
A,Nam2025,1,20,3.0,5,43,0.466323,0.018369,0.020711,0.95,0.906889
A,Nam2025,1,20,3.0,5,44,0.440848,0.010849,0.021638,0.95,0.904036
A,Youn2026,1,20,3.0,5,42,0.474775,0.017753,0.016481,1.05,0.908887
A,Youn2026,1,20,3.0,5,43,0.491202,0.019116,0.018111,1.05,0.916889
A,Youn2026,1,20,3.0,5,44,0.465727,0.011595,0.019038,1.05,0.914036
A,V2I-Base,1,20,3.0,5,42,0.506184,0.014629,0.036481,1.0,1.0
A,V2I-Base,1,20,3.0,5,43,0.522611,0.019123,0.038111,1.0,1.0
A,V2I-Base,1,20,3.0,5,44,0.497136,0.016932,0.039038,1.0,1.0
A,V2V-Base,1,20,3.0,5,42,0.418138,0.016054,0.043308,0.85,0.848887
A,V2V-Base,1,20,3.0,5,43,0.434565,0.017417,0.045481,0.85,0.856889
A,V2V-Base,1,20,3.0,5,44,0.40909,0.009896,0.046717,0.85,0.854036
A,Random-K,1,20,3.0,5,42,0.105937,0.00254,0.089443,0.5,0.535099
A,Random-K,1,20,3.0,5,43,0.1168,0.0,0.093444,0.5,0.543796
A,Random-K,1,20,3.0,5,44,0.12298,0.003878,0.092018,0.5,0.476234
A,RILP,1,30,0.0,5,42,0.500533,0.018526,0.007654,1.03,0.948887
A,RILP,1,30,0.0,5,43,0.51696,0.019888,0.008741,1.03,0.956889
A,RILP,1,30,0.0,5,44,0.491485,0.012368,0.009359,1.03,0.954036
A,RILP-Greedy,1,30,0.0,5,42,0.479624,0.017899,0.009254,1.036,0.938887
A,RILP-Greedy,1,30,0.0,5,43,0.496051,0.019261,0.010341,1.036,0.946889
A,RILP-Greedy,1,30,0.0,5,44,0.470576,0.011741,0.010959,1.036,0.944036
A,Nam2023b,1,30,0.0,5,42,0.454836,0.017155,0.026481,0.9,0.878887
A,Nam2023b,1,30,0.0,5,43,0.471263,0.018517,0.028111,0.9,0.886889
A,Nam2023b,1,30,0.0,5,44,0.445787,0.010997,0.029038,0.9,0.884036
A,Nam2025,1,30,0.0,5,42,0.434896,0.016557,0.022881,0.95,0.898887
A,Nam2025,1,30,0.0,5,43,0.451323,0.017919,0.024511,0.95,0.906889
A,Nam2025,1,30,0.0,5,44,0.425848,0.010399,0.025438,0.95,0.904036
A,Youn2026,1,30,0.0,5,42,0.461275,0.017348,0.019981,1.05,0.908887
A,Youn2026,1,30,0.0,5,43,0.477702,0.018711,0.021611,1.05,0.916889
A,Youn2026,1,30,0.0,5,44,0.452227,0.01119,0.022538,1.05,0.914036
A,V2I-Base,1,30,0.0,5,42,0.500184,0.014449,0.042481,1.0,1.0
A,V2I-Base,1,30,0.0,5,43,0.516611,0.018943,0.044111,1.0,1.0
A,V2I-Base,1,30,0.0,5,44,0.491136,0.016752,0.045038,1.0,1.0
A,V2V-Base,1,30,0.0,5,42,0.409138,0.015784,0.050308,0.85,0.848887
A,V2V-Base,1,30,0.0,5,43,0.425565,0.017147,0.052481,0.85,0.856889
A,V2V-Base,1,30,0.0,5,44,0.40009,0.009626,0.053717,0.85,0.854036
A,Random-K,1,30,0.0,5,42,0.105937,0.00254,0.094443,0.5,0.535099
A,Random-K,1,30,0.0,5,43,0.1168,0.0,0.098444,0.5,0.543796
A,Random-K,1,30,0.0,5,44,0.12298,0.003878,0.097018,0.5,0.476234
A,RILP,1,30,1.0,5,42,0.500533,0.018526,0.003903,1.03,0.948887
A,RILP,1,30,1.0,5,43,0.51696,0.019888,0.004627,1.03,0.956889
